From	Entry	Entry Name	Gene Names	Organism	Gene Ontology (GO)
trpF	A0A508WZ12	A0A508WZ12_9HYPH	trpF EMEDMD4_420045	Sinorhizobium medicae	phosphoribosylanthranilate isomerase activity [GO:0004640]; tryptophan biosynthetic process [GO:0000162]
trpF	A0A6G1WI20	A0A6G1WI20_9HYPH	trpF GHJ91_09325	Sinorhizobium medicae	phosphoribosylanthranilate isomerase activity [GO:0004640]; tryptophan biosynthetic process [GO:0000162]
trpF	A0A6G1WQ02	A0A6G1WQ02_9HYPH	trpF GHJ91_22120	Sinorhizobium medicae	phosphoribosylanthranilate isomerase activity [GO:0004640]; tryptophan biosynthetic process [GO:0000162]
glgX	A0A508X2A6	A0A508X2A6_9HYPH	glgX EMEDMD4_310221	Sinorhizobium medicae	glycogen debranching enzyme activity [GO:0004133]; hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]; glycogen catabolic process [GO:0005980]
glgX	A0A508X837	A0A508X837_9HYPH	glgX EMEDMD4_530172	Sinorhizobium medicae	glycogen debranching enzyme activity [GO:0004133]; hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]; glycogen catabolic process [GO:0005980]
glgX	A0A6G1WW88	A0A6G1WW88_9HYPH	glgX GHJ91_34270	Sinorhizobium medicae	glycogen debranching enzyme activity [GO:0004133]; hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]; glycogen catabolic process [GO:0005980]
rbsC	A0A508WT84	A0A508WT84_9HYPH	rbsC EMEDMD4_1020020	Sinorhizobium medicae	plasma membrane [GO:0005886]; transmembrane transporter activity [GO:0022857]
rbsC	A0A508WXU0	A0A508WXU0_9HYPH	rbsC EMEDMD4_380072	Sinorhizobium medicae	plasma membrane [GO:0005886]; transmembrane transporter activity [GO:0022857]
rbsC	A0A508WYL9	A0A508WYL9_9HYPH	rbsC EMEDMD4_420037	Sinorhizobium medicae	plasma membrane [GO:0005886]; transmembrane transporter activity [GO:0022857]
rbsC	A0A508X0M8	A0A508X0M8_9HYPH	rbsC EMEDMD4_50089	Sinorhizobium medicae	plasma membrane [GO:0005886]; transmembrane transporter activity [GO:0022857]
rbsC	A0A508X0W7	A0A508X0W7_9HYPH	rbsC EMEDMD4_280130	Sinorhizobium medicae	plasma membrane [GO:0005886]; transmembrane transporter activity [GO:0022857]
rbsC	A0A508X174	A0A508X174_9HYPH	rbsC EMEDMD4_280098	Sinorhizobium medicae	plasma membrane [GO:0005886]; transmembrane transporter activity [GO:0022857]
rbsC	A0A508X251	A0A508X251_9HYPH	rbsC EMEDMD4_530016	Sinorhizobium medicae	plasma membrane [GO:0005886]; transmembrane transporter activity [GO:0022857]
rbsC	A0A508X3D5	A0A508X3D5_9HYPH	rbsC EMEDMD4_570218	Sinorhizobium medicae	plasma membrane [GO:0005886]; transmembrane transporter activity [GO:0022857]
rbsC	A0A508X3J0	A0A508X3J0_9HYPH	rbsC EMEDMD4_570189	Sinorhizobium medicae	plasma membrane [GO:0005886]; transmembrane transporter activity [GO:0022857]
rbsC	A0A508X5M9	A0A508X5M9_9HYPH	rbsC EMEDMD4_490062	Sinorhizobium medicae	plasma membrane [GO:0005886]; transmembrane transporter activity [GO:0022857]
ampC	A0A508X9F7	A0A508X9F7_9HYPH	ampC EMEDMD4_620017	Sinorhizobium medicae	outer membrane-bounded periplasmic space [GO:0030288]; beta-lactamase activity [GO:0008800]; peptidase activity [GO:0008233]; antibiotic catabolic process [GO:0017001]; proteolysis [GO:0006508]; response to antibiotic [GO:0046677]
ampC	A0A6G1WJN7	A0A6G1WJN7_9HYPH	ampC GHJ91_12450	Sinorhizobium medicae	outer membrane-bounded periplasmic space [GO:0030288]; beta-lactamase activity [GO:0008800]; peptidase activity [GO:0008233]; antibiotic catabolic process [GO:0017001]; proteolysis [GO:0006508]; response to antibiotic [GO:0046677]
dapA	A0A508X791	A0A508X791_9HYPH	dapA EMEDMD4_90125	Sinorhizobium medicae	cytoplasm [GO:0005737]; 4-hydroxy-tetrahydrodipicolinate synthase activity [GO:0008840]; diaminopimelate biosynthetic process [GO:0019877]; lysine biosynthetic process via diaminopimelate [GO:0009089]
dapA	A0A6G1WJ32	A0A6G1WJ32_9HYPH	dapA GHJ91_11360	Sinorhizobium medicae	cytoplasm [GO:0005737]; 4-hydroxy-tetrahydrodipicolinate synthase activity [GO:0008840]; diaminopimelate biosynthetic process [GO:0019877]; lysine biosynthetic process via diaminopimelate [GO:0009089]
rnhB	A0A508X9V0	A0A508X9V0_9HYPH	rnhB EMEDMD4_70046	Sinorhizobium medicae	cytoplasm [GO:0005737]; manganese ion binding [GO:0030145]; RNA binding [GO:0003723]; RNA-DNA hybrid ribonuclease activity [GO:0004523]; RNA catabolic process [GO:0006401]
paaG	A0A508X1I9	A0A508X1I9_9HYPH	paaG EMEDMD4_510065	Sinorhizobium medicae	enoyl-CoA hydratase activity [GO:0004300]; phenylacetate catabolic process [GO:0010124]
tdh	A0A508WVG8	A0A508WVG8_9HYPH	tdh EMEDMD4_270110	Sinorhizobium medicae	cytoplasm [GO:0005737]; L-threonine 3-dehydrogenase activity [GO:0008743]; zinc ion binding [GO:0008270]; L-threonine catabolic process to glycine [GO:0019518]
slyX	A0A508WZ66	A0A508WZ66_9HYPH	slyX EMEDMD4_440118	Sinorhizobium medicae	
treS	A0A508X144	A0A508X144_9HYPH	treS EMEDMD4_500094	Sinorhizobium medicae	alpha-amylase activity [GO:0004556]; maltose alpha-D-glucosyltransferase activity [GO:0047471]; carbohydrate metabolic process [GO:0005975]
treS	A0A6G1WV30	A0A6G1WV30_9HYPH	treS GHJ91_32315	Sinorhizobium medicae	maltose alpha-D-glucosyltransferase activity [GO:0047471]; metal ion binding [GO:0046872]; transferase activity [GO:0016740]; carbohydrate metabolic process [GO:0005975]
paaD	A0A508X1P3	A0A508X1P3_9HYPH	paaD EMEDMD4_510061	Sinorhizobium medicae	
rfbE	A0A508X0D6	A0A508X0D6_9HYPH	rfbE EMEDMD4_490195	Sinorhizobium medicae	CDP-abequose epimerase activity [GO:0047732]
yhfA	A0A508X183	A0A508X183_9HYPH	yhfA EMEDMD4_490164	Sinorhizobium medicae	
kpsT	A0A508X4C2	A0A508X4C2_9HYPH	kpsT EMEDMD4_640003	Sinorhizobium medicae	membrane [GO:0016020]; ABC-type transporter activity [GO:0140359]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]
yflN	A0A508X1W6	A0A508X1W6_9HYPH	yflN EMEDMD4_500053	Sinorhizobium medicae	hydrolase activity [GO:0016787]
putA	A0A508WTG6	A0A508WTG6_9HYPH	putA EMEDMD4_10127	Sinorhizobium medicae	cytoplasmic side of plasma membrane [GO:0009898]; 1-pyrroline-5-carboxylate dehydrogenase activity [GO:0003842]; DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; proline dehydrogenase activity [GO:0004657]; proline biosynthetic process [GO:0006561]; proline catabolic process to glutamate [GO:0010133]
putA	A0A6G1WGS4	A0A6G1WGS4_9HYPH	putA GHJ91_07055	Sinorhizobium medicae	cytoplasmic side of plasma membrane [GO:0009898]; 1-pyrroline-5-carboxylate dehydrogenase activity [GO:0003842]; DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; proline dehydrogenase activity [GO:0004657]; proline biosynthetic process [GO:0006561]; proline catabolic process to glutamate [GO:0010133]
yheS	A0A508XBV3	A0A508XBV3_9HYPH	yheS EMEDMD4_90229	Sinorhizobium medicae	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; DNA binding [GO:0003677]
metH	A0A508WXE4	A0A508WXE4_9HYPH	metH EMEDMD4_350008	Sinorhizobium medicae	cobalamin binding [GO:0031419]; methionine synthase activity [GO:0008705]; zinc ion binding [GO:0008270]; methylation [GO:0032259]; pteridine-containing compound metabolic process [GO:0042558]
ccmF	A0A508X7P2	A0A508X7P2_9HYPH	ccmF EMEDMD4_90083	Sinorhizobium medicae	plasma membrane [GO:0005886]; heme binding [GO:0020037]; heme transmembrane transporter activity [GO:0015232]; lyase activity [GO:0016829]; cytochrome complex assembly [GO:0017004]
bepG	A0A508X7T4	A0A508X7T4_9HYPH	bepG EMEDMD4_530120	Sinorhizobium medicae	plasma membrane [GO:0005886]; efflux transmembrane transporter activity [GO:0015562]; xenobiotic transmembrane transporter activity [GO:0042910]
glnA	A0A508WXU1	A0A508WXU1_9HYPH	glnA EMEDMD4_160062	Sinorhizobium medicae	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; glutamine synthetase activity [GO:0004356]; glutamine biosynthetic process [GO:0006542]; nitrogen fixation [GO:0009399]
glnA	A0A6G1WQX8	A0A6G1WQX8_9HYPH	glnA GHJ91_24095	Sinorhizobium medicae	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; glutamine synthetase activity [GO:0004356]; glutamine biosynthetic process [GO:0006542]; nitrogen fixation [GO:0009399]
glnA	Q14S14	Q14S14_9HYPH	glnA	Sinorhizobium medicae	ATP binding [GO:0005524]; glutamine synthetase activity [GO:0004356]; glutamine biosynthetic process [GO:0006542]; nitrogen fixation [GO:0009399]
glnA	Q9RFU3	Q9RFU3_9HYPH	glnA	Sinorhizobium medicae	ATP binding [GO:0005524]; glutamine synthetase activity [GO:0004356]; glutamine biosynthetic process [GO:0006542]; nitrogen fixation [GO:0009399]
speB	A0A508WP27	A0A508WP27_9HYPH	speB EMEDMD4_100059	Sinorhizobium medicae	agmatinase activity [GO:0008783]; metal ion binding [GO:0046872]; putrescine biosynthetic process from arginine, using agmatinase [GO:0033389]
speB	A0A6G1WEI0	A0A6G1WEI0_9HYPH	speB GHJ91_02665	Sinorhizobium medicae	agmatinase activity [GO:0008783]; metal ion binding [GO:0046872]; putrescine biosynthetic process from arginine, using agmatinase [GO:0033389]
speB	A0A6G1WTZ5	A0A6G1WTZ5_9HYPH	speB GHJ91_29675	Sinorhizobium medicae	agmatinase activity [GO:0008783]; metal ion binding [GO:0046872]; putrescine biosynthetic process from arginine, using agmatinase [GO:0033389]
pat	A0A508WY06	A0A508WY06_9HYPH	pat EMEDMD4_380014	Sinorhizobium medicae	phosphinothricin N-acetyltransferase activity [GO:0102971]
thrC	A0A508X5C7	A0A508X5C7_9HYPH	thrC EMEDMD4_70139	Sinorhizobium medicae	pyridoxal phosphate binding [GO:0030170]; threonine synthase activity [GO:0004795]; threonine biosynthetic process [GO:0009088]
thrC	Q14SE1	Q14SE1_9HYPH	thrC	Sinorhizobium medicae	
moaB	A0A508X5D7	A0A508X5D7_9HYPH	moaB EMEDMD4_70050	Sinorhizobium medicae	Mo-molybdopterin cofactor biosynthetic process [GO:0006777]
moaB	A0A6G1WN50	A0A6G1WN50_9HYPH	moaB GHJ91_19110	Sinorhizobium medicae	Mo-molybdopterin cofactor biosynthetic process [GO:0006777]
queE	A0A508X4W9	A0A508X4W9_9HYPH	queE EMEDMD4_620039	Sinorhizobium medicae	4 iron, 4 sulfur cluster binding [GO:0051539]; carbon-nitrogen lyase activity [GO:0016840]; magnesium ion binding [GO:0000287]; S-adenosyl-L-methionine binding [GO:1904047]; queuosine biosynthetic process [GO:0008616]
queE	A0A6G1WJX4	A0A6G1WJX4_9HYPH	queE GHJ91_12370	Sinorhizobium medicae	4 iron, 4 sulfur cluster binding [GO:0051539]; carbon-nitrogen lyase activity [GO:0016840]; magnesium ion binding [GO:0000287]; S-adenosyl-L-methionine binding [GO:1904047]; queuosine biosynthetic process [GO:0008616]
cya	A0A508WWC3	A0A508WWC3_9HYPH	cya EMEDMD4_310120	Sinorhizobium medicae	adenylate cyclase activity [GO:0004016]; cyclic nucleotide biosynthetic process [GO:0009190]; intracellular signal transduction [GO:0035556]
cya	A0A508WYU8	A0A508WYU8_9HYPH	cya EMEDMD4_190001	Sinorhizobium medicae	adenylate cyclase activity [GO:0004016]; cAMP biosynthetic process [GO:0006171]; intracellular signal transduction [GO:0035556]
cya	A0A508X4X4	A0A508X4X4_9HYPH	cya EMEDMD4_440167	Sinorhizobium medicae	plasma membrane [GO:0005886]; adenylate cyclase activity [GO:0004016]; cAMP biosynthetic process [GO:0006171]; intracellular signal transduction [GO:0035556]
cya	A0A508XBX2	A0A508XBX2_9HYPH	cya EMEDMD4_90259	Sinorhizobium medicae	membrane [GO:0016020]; adenylate cyclase activity [GO:0004016]; cyclic nucleotide biosynthetic process [GO:0009190]; intracellular signal transduction [GO:0035556]
hutH	A0A508X3T0	A0A508X3T0_9HYPH	hutH EMEDMD4_570106	Sinorhizobium medicae	cytoplasm [GO:0005737]; histidine ammonia-lyase activity [GO:0004397]; L-histidine catabolic process to glutamate and formamide [GO:0019556]; L-histidine catabolic process to glutamate and formate [GO:0019557]
secA	A0A508X1E5	A0A508X1E5_9HYPH	secA EMEDMD4_300018	Sinorhizobium medicae	cytoplasm [GO:0005737]; plasma membrane [GO:0005886]; ATP binding [GO:0005524]; metal ion binding [GO:0046872]; intracellular protein transmembrane transport [GO:0065002]; protein import [GO:0017038]; protein targeting [GO:0006605]
secA	A0A6G1WS72	A0A6G1WS72_9HYPH	secA GHJ91_26400	Sinorhizobium medicae	cytoplasm [GO:0005737]; plasma membrane [GO:0005886]; ATP binding [GO:0005524]; metal ion binding [GO:0046872]; intracellular protein transmembrane transport [GO:0065002]; protein import [GO:0017038]; protein targeting [GO:0006605]
znuA	A0A508WTI7	A0A508WTI7_9HYPH	znuA EMEDMD4_210021	Sinorhizobium medicae	periplasmic space [GO:0042597]; metal ion binding [GO:0046872]; zinc ion transport [GO:0006829]
trpS	A0A508WMT6	A0A508WMT6_9HYPH	trpS EMEDMD4_10061	Sinorhizobium medicae	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; tryptophan-tRNA ligase activity [GO:0004830]; tryptophanyl-tRNA aminoacylation [GO:0006436]
trpS	A0A6G1WGR2	A0A6G1WGR2_9HYPH	trpS GHJ91_06760	Sinorhizobium medicae	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; tryptophan-tRNA ligase activity [GO:0004830]; tryptophanyl-tRNA aminoacylation [GO:0006436]
nadB	A0A508X7C4	A0A508X7C4_9HYPH	nadB EMEDMD4_90155	Sinorhizobium medicae	cytoplasm [GO:0005737]; L-aspartate oxidase activity [GO:0008734]; L-aspartate:fumarate oxidoreductase activity [GO:0044318]; NAD biosynthetic process [GO:0009435]
flhA	A0A508X0U5	A0A508X0U5_9HYPH	flhA EMEDMD4_50016	Sinorhizobium medicae	plasma membrane [GO:0005886]; bacterial-type flagellum assembly [GO:0044780]; protein secretion [GO:0009306]
prs	A0A508WV01	A0A508WV01_9HYPH	prsA prs EMEDMD4_270146	Sinorhizobium medicae	cytoplasm [GO:0005737]; ribose phosphate diphosphokinase complex [GO:0002189]; ATP binding [GO:0005524]; kinase activity [GO:0016301]; magnesium ion binding [GO:0000287]; ribose phosphate diphosphokinase activity [GO:0004749]; 5-phosphoribose 1-diphosphate biosynthetic process [GO:0006015]; purine nucleotide biosynthetic process [GO:0006164]; ribonucleoside monophosphate biosynthetic process [GO:0009156]
glgC	A0A508X1A3	A0A508X1A3_9HYPH	glgC EMEDMD4_310218	Sinorhizobium medicae	ATP binding [GO:0005524]; glucose-1-phosphate adenylyltransferase activity [GO:0008878]; glycogen biosynthetic process [GO:0005978]
radA	A0A508X7Z3	A0A508X7Z3_9HYPH	radA EMEDMD4_90183	Sinorhizobium medicae	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATP-dependent DNA damage sensor activity [GO:0140664]; damaged DNA binding [GO:0003684]; metal ion binding [GO:0046872]; recombinational repair [GO:0000725]
katA	A0A508X3M1	A0A508X3M1_9HYPH	katA EMEDMD4_60010	Sinorhizobium medicae	cytoplasm [GO:0005737]; catalase activity [GO:0004096]; heme binding [GO:0020037]; metal ion binding [GO:0046872]; hydrogen peroxide catabolic process [GO:0042744]; response to hydrogen peroxide [GO:0042542]
gabD	A0A508WS53	A0A508WS53_9HYPH	gabD EMEDMD4_1340010	Sinorhizobium medicae	succinate-semialdehyde dehydrogenase [NAD(P)+] activity [GO:0009013]; gamma-aminobutyric acid catabolic process [GO:0009450]
gabD	A0A508WTN2	A0A508WTN2_9HYPH	gabD EMEDMD4_1070014	Sinorhizobium medicae	succinate-semialdehyde dehydrogenase [NAD(P)+] activity [GO:0009013]; gamma-aminobutyric acid catabolic process [GO:0009450]
gabD	A0A508X0W9	A0A508X0W9_9HYPH	gabD EMEDMD4_420030	Sinorhizobium medicae	cytosol [GO:0005829]; succinate-semialdehyde dehydrogenase (NAD+) activity [GO:0004777]; gamma-aminobutyric acid catabolic process [GO:0009450]
gabD	A0A508X2D0	A0A508X2D0_9HYPH	gabD EMEDMD4_480012	Sinorhizobium medicae	cytosol [GO:0005829]; succinate-semialdehyde dehydrogenase (NAD+) activity [GO:0004777]; gamma-aminobutyric acid catabolic process [GO:0009450]
gabD	A0A508X395	A0A508X395_9HYPH	gabD EMEDMD4_570124	Sinorhizobium medicae	succinate-semialdehyde dehydrogenase (NAD+) activity [GO:0004777]; gamma-aminobutyric acid catabolic process [GO:0009450]
gabD	A0A508X5A2	A0A508X5A2_9HYPH	gabD EMEDMD4_760004	Sinorhizobium medicae	cytosol [GO:0005829]; succinate-semialdehyde dehydrogenase (NAD+) activity [GO:0004777]; gamma-aminobutyric acid catabolic process [GO:0009450]
gabD	A0A508X8C3	A0A508X8C3_9HYPH	gabD EMEDMD4_960012	Sinorhizobium medicae	succinate-semialdehyde dehydrogenase (NAD+) activity [GO:0004777]; gamma-aminobutyric acid catabolic process [GO:0009450]
gabD	A0A508XBV2	A0A508XBV2_9HYPH	gabD EMEDMD4_910131	Sinorhizobium medicae	cytosol [GO:0005829]; succinate-semialdehyde dehydrogenase (NAD+) activity [GO:0004777]; gamma-aminobutyric acid catabolic process [GO:0009450]
gabD	A0A6G1WQ14	A0A6G1WQ14_9HYPH	gabD GHJ91_22050	Sinorhizobium medicae	cytosol [GO:0005829]; succinate-semialdehyde dehydrogenase (NAD+) activity [GO:0004777]; gamma-aminobutyric acid catabolic process [GO:0009450]
pccB	A0A508X2H2	A0A508X2H2_9HYPH	pccB EMEDMD4_520070	Sinorhizobium medicae	acetyl-CoA carboxylase complex [GO:0009317]; acetyl-CoA carboxylase activity [GO:0003989]; propionyl-CoA carboxylase activity [GO:0004658]; fatty acid biosynthetic process [GO:0006633]
infB	A0A508X1K9	A0A508X1K9_9HYPH	infB EMEDMD4_440145	Sinorhizobium medicae	cytoplasm [GO:0005737]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; guanosine tetraphosphate binding [GO:0097216]; translation initiation factor activity [GO:0003743]
infB	A0A6G1WL16	A0A6G1WL16_9HYPH	infB GHJ91_14965	Sinorhizobium medicae	cytoplasm [GO:0005737]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; guanosine tetraphosphate binding [GO:0097216]; translation initiation factor activity [GO:0003743]
queC	A0A508X474	A0A508X474_9HYPH	queC EMEDMD4_620041	Sinorhizobium medicae	ATP binding [GO:0005524]; ligase activity, forming carbon-nitrogen bonds [GO:0016879]; zinc ion binding [GO:0008270]; queuosine biosynthetic process [GO:0008616]
queC	A0A6G1WJT2	A0A6G1WJT2_9HYPH	queC GHJ91_12360	Sinorhizobium medicae	ATP binding [GO:0005524]; ligase activity, forming carbon-nitrogen bonds [GO:0016879]; zinc ion binding [GO:0008270]; queuosine biosynthetic process [GO:0008616]
rsmH	A0A508WUT1	A0A508WUT1_9HYPH	mraW rsmH EMEDMD4_250005	Sinorhizobium medicae	cytoplasm [GO:0005737]; rRNA (cytosine-N4-)-methyltransferase activity [GO:0071424]; rRNA base methylation [GO:0070475]
rsmH	A0A6G1WNF7	A0A6G1WNF7_9HYPH	rsmH GHJ91_19675	Sinorhizobium medicae	cytoplasm [GO:0005737]; rRNA (cytosine-N4-)-methyltransferase activity [GO:0071424]; rRNA base methylation [GO:0070475]
tmd	A0A508WXJ7	A0A508WXJ7_9HYPH	tmd EMEDMD4_150192	Sinorhizobium medicae	FMN binding [GO:0010181]; trimethylamine dehydrogenase activity [GO:0050470]
acoR	A0A508X6Q2	A0A508X6Q2_9HYPH	acoR EMEDMD4_500091	Sinorhizobium medicae	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; sequence-specific DNA binding [GO:0043565]; phosphorelay signal transduction system [GO:0000160]; regulation of DNA-templated transcription [GO:0006355]
agpA	A0A508X1D2	A0A508X1D2_9HYPH	agpA EMEDMD4_510049	Sinorhizobium medicae	outer membrane-bounded periplasmic space [GO:0030288]; peptide transmembrane transporter activity [GO:1904680]; peptide transport [GO:0015833]
phnG	A0A508X1P0	A0A508X1P0_9HYPH	phnG EMEDMD4_520066	Sinorhizobium medicae	alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase activity [GO:0061693]; organic phosphonate metabolic process [GO:0019634]; organic phosphonate transport [GO:0015716]
phnG	A0A6G1WHI3	A0A6G1WHI3_9HYPH	phnG GHJ91_08215	Sinorhizobium medicae	lyase activity [GO:0016829]; organic phosphonate metabolic process [GO:0019634]; organic phosphonate transport [GO:0015716]
murG	A0A508WZQ9	A0A508WZQ9_9HYPH	murG EMEDMD4_240126	Sinorhizobium medicae	plasma membrane [GO:0005886]; UDP-N-acetyl-D-glucosamine:N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimelyl-D-alanyl-D-alanine-diphosphoundecaprenol 4-beta-N-acetylglucosaminlytransferase activity [GO:0051991]; undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase activity [GO:0050511]; carbohydrate metabolic process [GO:0005975]; cell division [GO:0051301]; cell wall organization [GO:0071555]; lipid glycosylation [GO:0030259]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]
murG	A0A6G1WNK7	A0A6G1WNK7_9HYPH	murG GHJ91_19715	Sinorhizobium medicae	plasma membrane [GO:0005886]; UDP-N-acetyl-D-glucosamine:N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimelyl-D-alanyl-D-alanine-diphosphoundecaprenol 4-beta-N-acetylglucosaminlytransferase activity [GO:0051991]; undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase activity [GO:0050511]; carbohydrate metabolic process [GO:0005975]; cell division [GO:0051301]; cell wall organization [GO:0071555]; lipid glycosylation [GO:0030259]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]
ileS	A0A508X6X2	A0A508X6X2_9HYPH	ileS EMEDMD4_70004	Sinorhizobium medicae	cytoplasm [GO:0005737]; aminoacyl-tRNA editing activity [GO:0002161]; ATP binding [GO:0005524]; isoleucine-tRNA ligase activity [GO:0004822]; tRNA binding [GO:0000049]; isoleucyl-tRNA aminoacylation [GO:0006428]
ileS	A0A6G1WND3	A0A6G1WND3_9HYPH	ileS GHJ91_19335	Sinorhizobium medicae	cytoplasm [GO:0005737]; aminoacyl-tRNA editing activity [GO:0002161]; ATP binding [GO:0005524]; isoleucine-tRNA ligase activity [GO:0004822]; tRNA binding [GO:0000049]; isoleucyl-tRNA aminoacylation [GO:0006428]
ynjB	A0A508WYS2	A0A508WYS2_9HYPH	ynjB EMEDMD4_420093	Sinorhizobium medicae	periplasmic space [GO:0042597]
nudC	A0A6G1WL83	A0A6G1WL83_9HYPH	nudC GHJ91_14905	Sinorhizobium medicae	metal ion binding [GO:0046872]; NAD+ diphosphatase activity [GO:0000210]; NADH pyrophosphatase activity [GO:0035529]
proS	A0A508WNU5	A0A508WNU5_9HYPH	proS EMEDMD4_100127	Sinorhizobium medicae	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; proline-tRNA ligase activity [GO:0004827]; prolyl-tRNA aminoacylation [GO:0006433]
proS	A0A6G1WU64	A0A6G1WU64_9HYPH	proS GHJ91_29965	Sinorhizobium medicae	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; proline-tRNA ligase activity [GO:0004827]; prolyl-tRNA aminoacylation [GO:0006433]
nifK	A0A508XA68	A0A508XA68_9HYPH	nifK EMEDMD4_750013	Sinorhizobium medicae	molybdenum-iron nitrogenase complex [GO:0016612]; ATP binding [GO:0005524]; carbonyl sulfide nitrogenase activity [GO:0018697]; iron-sulfur cluster binding [GO:0051536]; metal ion binding [GO:0046872]; nitrogenase activity [GO:0016163]; nitrogen fixation [GO:0009399]
pncB	A0A508WYC9	A0A508WYC9_9HYPH	pncB EMEDMD4_40009	Sinorhizobium medicae	glycosyltransferase activity [GO:0016757]; nicotinate phosphoribosyltransferase activity [GO:0004516]; NAD biosynthetic process [GO:0009435]
