From	Entry	Entry Name	Gene Names	Organism	Gene Ontology (GO)
lasI	A0A0M4BSF1	A0A0M4BSF1_PSEAI	lasI	Pseudomonas aeruginosa	N-acyl homoserine lactone synthase activity [GO:0061579]; quorum sensing [GO:0009372]
lasI	A0A0M4BU37	A0A0M4BU37_PSEAI	lasI	Pseudomonas aeruginosa	N-acyl homoserine lactone synthase activity [GO:0061579]; quorum sensing [GO:0009372]
lasI	A0A0M4BUF6	A0A0M4BUF6_PSEAI	lasI	Pseudomonas aeruginosa	N-acyl homoserine lactone synthase activity [GO:0061579]; quorum sensing [GO:0009372]
lasI	A0A0M4C1U7	A0A0M4C1U7_PSEAI	lasI	Pseudomonas aeruginosa	N-acyl homoserine lactone synthase activity [GO:0061579]; quorum sensing [GO:0009372]
lasI	A0A0M4C318	A0A0M4C318_PSEAI	lasI	Pseudomonas aeruginosa	N-acyl homoserine lactone synthase activity [GO:0061579]; quorum sensing [GO:0009372]
lasI	A0A0M4C3S8	A0A0M4C3S8_PSEAI	lasI	Pseudomonas aeruginosa	N-acyl homoserine lactone synthase activity [GO:0061579]; quorum sensing [GO:0009372]
lasI	A0A0M5IEJ4	A0A0M5IEJ4_PSEAI	lasI	Pseudomonas aeruginosa	N-acyl homoserine lactone synthase activity [GO:0061579]; quorum sensing [GO:0009372]
lasI	A0A0M5IIR8	A0A0M5IIR8_PSEAI	lasI	Pseudomonas aeruginosa	N-acyl homoserine lactone synthase activity [GO:0061579]; quorum sensing [GO:0009372]
lasI	A0A0X8ELE1	A0A0X8ELE1_PSEAI	lasI	Pseudomonas aeruginosa	N-acyl homoserine lactone synthase activity [GO:0061579]; quorum sensing [GO:0009372]
lasI	A0A2P1E4T7	A0A2P1E4T7_PSEAI	lasI	Pseudomonas aeruginosa	N-acyl homoserine lactone synthase activity [GO:0061579]; quorum sensing [GO:0009372]
lasI	A0A2R3IPS8	A0A2R3IPS8_PSEAI	lasI CSB93_5191	Pseudomonas aeruginosa	N-acyl homoserine lactone synthase activity [GO:0061579]; quorum sensing [GO:0009372]
lasI	A0A411F6U8	A0A411F6U8_PSEAI	lasI	Pseudomonas aeruginosa	N-acyl homoserine lactone synthase activity [GO:0061579]; quorum sensing [GO:0009372]
lasI	A0A411F6V3	A0A411F6V3_PSEAI	lasI	Pseudomonas aeruginosa	N-acyl homoserine lactone synthase activity [GO:0061579]; quorum sensing [GO:0009372]
lasI	A0A6H0QUM6	A0A6H0QUM6_PSEAI	lasI	Pseudomonas aeruginosa	N-acyl homoserine lactone synthase activity [GO:0061579]; quorum sensing [GO:0009372]
lasI	A0A6M4EJ78	A0A6M4EJ78_PSEAI	lasI	Pseudomonas aeruginosa	transferase activity [GO:0016740]; quorum sensing [GO:0009372]
lasI	A0A7G7Y5V7	A0A7G7Y5V7_PSEAI	lasI	Pseudomonas aeruginosa	N-acyl homoserine lactone synthase activity [GO:0061579]; quorum sensing [GO:0009372]
lasI	A0A7G9KWD1	A0A7G9KWD1_PSEAI	lasI	Pseudomonas aeruginosa	N-acyl homoserine lactone synthase activity [GO:0061579]; quorum sensing [GO:0009372]
lasI	A9JPX3	A9JPX3_PSEAI	lasI CAZ10_08130 DT376_05890 GNQ48_02430 GUL26_07220 IPC1295_03855 IPC737_12495 L4V69_23645 PAERUG_P19_London_7_VIM_2_05_10_04249	Pseudomonas aeruginosa	N-acyl homoserine lactone synthase activity [GO:0061579]; quorum sensing [GO:0009372]
thiC	A0A069Q1Q4	A0A069Q1Q4_PSEAI	thiC CAZ10_01620 GNQ48_04420 GUL26_08525 IPC1295_07820 L4V69_34150	Pseudomonas aeruginosa	4 iron, 4 sulfur cluster binding [GO:0051539]; carbon-carbon lyase activity [GO:0016830]; zinc ion binding [GO:0008270]; thiamine biosynthetic process [GO:0009228]; thiamine diphosphate biosynthetic process [GO:0009229]
thiC	A0A0C6FCG5	A0A0C6FCG5_PSEAI	thiC IPC737_05965	Pseudomonas aeruginosa	4 iron, 4 sulfur cluster binding [GO:0051539]; carbon-carbon lyase activity [GO:0016830]; zinc ion binding [GO:0008270]; thiamine biosynthetic process [GO:0009228]; thiamine diphosphate biosynthetic process [GO:0009229]
thiC	A0A231L323	A0A231L323_PSEAI	thiC DT376_08040	Pseudomonas aeruginosa	4 iron, 4 sulfur cluster binding [GO:0051539]; carbon-carbon lyase activity [GO:0016830]; zinc ion binding [GO:0008270]; thiamine biosynthetic process [GO:0009228]; thiamine diphosphate biosynthetic process [GO:0009229]
thiC	A0A2R3J172	A0A2R3J172_PSEAI	thiC CSB93_0537	Pseudomonas aeruginosa	4 iron, 4 sulfur cluster binding [GO:0051539]; carbon-carbon lyase activity [GO:0016830]; zinc ion binding [GO:0008270]; thiamine biosynthetic process [GO:0009228]; thiamine diphosphate biosynthetic process [GO:0009229]
thiC	A0A6A9K5D0	A0A6A9K5D0_PSEAI	thiC GNQ20_10440	Pseudomonas aeruginosa	4 iron, 4 sulfur cluster binding [GO:0051539]; carbon-carbon lyase activity [GO:0016830]; zinc ion binding [GO:0008270]; thiamine biosynthetic process [GO:0009228]; thiamine diphosphate biosynthetic process [GO:0009229]
thiC	A0A9P1R3E2	A0A9P1R3E2_PSEAI	thiC PAERUG_P19_London_7_VIM_2_05_10_03032	Pseudomonas aeruginosa	4 iron, 4 sulfur cluster binding [GO:0051539]; carbon-carbon lyase activity [GO:0016830]; zinc ion binding [GO:0008270]; thiamine biosynthetic process [GO:0009228]; thiamine diphosphate biosynthetic process [GO:0009229]
rluB	A0A069QC38	A0A069QC38_PSEAI	rluB ALP65_00391 CAZ10_03110 GNQ48_13835 GUL26_04270 IPC1295_03795 IPC737_04280	Pseudomonas aeruginosa	RNA binding [GO:0003723]; rRNA pseudouridine synthase activity [GO:0120159]; enzyme-directed rRNA pseudouridine synthesis [GO:0000455]
rluB	A0A5E5R7W8	A0A5E5R7W8_PSEAI	rluB TUEID40_05512	Pseudomonas aeruginosa	23S rRNA pseudouridine(2605) synthase activity [GO:0160139]; RNA binding [GO:0003723]; enzyme-directed rRNA pseudouridine synthesis [GO:0000455]
rluB	A0A643EM50	A0A643EM50_PSEAI	rluB F7R07_09860	Pseudomonas aeruginosa	23S rRNA pseudouridine(2605) synthase activity [GO:0160139]; RNA binding [GO:0003723]; enzyme-directed rRNA pseudouridine synthesis [GO:0000455]
rluB	A0A6A9JW91	A0A6A9JW91_PSEAI	rluB GNQ20_04940	Pseudomonas aeruginosa	23S rRNA pseudouridine(2605) synthase activity [GO:0160139]; RNA binding [GO:0003723]; enzyme-directed rRNA pseudouridine synthesis [GO:0000455]
rluB	A0A9P1R0Y2	A0A9P1R0Y2_PSEAI	rluB PAERUG_P19_London_7_VIM_2_05_10_00687	Pseudomonas aeruginosa	RNA binding [GO:0003723]; rRNA pseudouridine synthase activity [GO:0120159]; enzyme-directed rRNA pseudouridine synthesis [GO:0000455]
rluB	A0AAQ3LQP1	A0AAQ3LQP1_PSEAI	rluB L4V69_12610	Pseudomonas aeruginosa	
trpF	A0A069QDX5	A0A069QDX5_PSEAI	trpF GNQ48_14150 L4V69_12900	Pseudomonas aeruginosa	phosphoribosylanthranilate isomerase activity [GO:0004640]; tryptophan biosynthetic process [GO:0000162]
trpF	A0A0C7CZJ7	A0A0C7CZJ7_PSEAI	trpF IPC1295_03460 PAERUG_P19_London_7_VIM_2_05_10_00357	Pseudomonas aeruginosa	phosphoribosylanthranilate isomerase activity [GO:0004640]; tryptophan biosynthetic process [GO:0000162]
trpF	A0A1Y0GT52	A0A1Y0GT52_PSEAI	trpF CAZ10_03425 DT376_15735 GUL26_14950	Pseudomonas aeruginosa	phosphoribosylanthranilate isomerase activity [GO:0004640]; tryptophan biosynthetic process [GO:0000162]
trpF	A0A2R3J3N4	A0A2R3J3N4_PSEAI	trpF CSB93_3260	Pseudomonas aeruginosa	phosphoribosylanthranilate isomerase activity [GO:0004640]; tryptophan biosynthetic process [GO:0000162]
trpF	A0A3M5EFI0	A0A3M5EFI0_PSEAI	trpF ALP65_00743 IPC737_03930	Pseudomonas aeruginosa	phosphoribosylanthranilate isomerase activity [GO:0004640]; tryptophan biosynthetic process [GO:0000162]
trpF	A0A5E5R9Z7	A0A5E5R9Z7_PSEAI	trpF TUEID40_05579	Pseudomonas aeruginosa	phosphoribosylanthranilate isomerase activity [GO:0004640]; tryptophan biosynthetic process [GO:0000162]
trpF	A0A6A9JTT5	A0A6A9JTT5_PSEAI	trpF GNQ20_04600	Pseudomonas aeruginosa	phosphoribosylanthranilate isomerase activity [GO:0004640]; tryptophan biosynthetic process [GO:0000162]
glgX	A0A0C6EV32	A0A0C6EV32_PSEAI	glgX CAZ10_25120 GUL26_23170 IPC1295_17830 PAERUG_P19_London_7_VIM_2_05_10_01408	Pseudomonas aeruginosa	glycogen debranching enzyme activity [GO:0004133]; hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]; glycogen catabolic process [GO:0005980]
glgX	A0A233TC92	A0A233TC92_PSEAI	glgX GNQ48_24130	Pseudomonas aeruginosa	glycogen debranching enzyme activity [GO:0004133]; hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]; glycogen catabolic process [GO:0005980]
glgX	A0A2R3IWC1	A0A2R3IWC1_PSEAI	glgX CSB93_4379	Pseudomonas aeruginosa	glycogen debranching enzyme activity [GO:0004133]; hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]; glycogen catabolic process [GO:0005980]
glgX	A0A367M2C7	A0A367M2C7_PSEAI	glgX DT376_28095	Pseudomonas aeruginosa	glycogen debranching enzyme activity [GO:0004133]; hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]; glycogen catabolic process [GO:0005980]
glgX	A0A643J2P7	A0A643J2P7_PSEAI	glgX F7O97_02700	Pseudomonas aeruginosa	glycogen debranching enzyme activity [GO:0004133]; hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]; glycogen catabolic process [GO:0005980]
glgX	A0A7M3AR41	A0A7M3AR41_PSEAI	glgX IPC737_26560	Pseudomonas aeruginosa	glycogen debranching enzyme activity [GO:0004133]; hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]; glycogen catabolic process [GO:0005980]
glgX	A0AAQ3R4R6	A0AAQ3R4R6_PSEAI	glgX L4V69_19910	Pseudomonas aeruginosa	
ydhP	B0CN78	B0CN78_PSEAI	cmxA ydhP CCBH4851_00378	Pseudomonas aeruginosa	membrane [GO:0016020]; transmembrane transporter activity [GO:0022857]
rbsC	A0A072ZDR7	A0A072ZDR7_PSEAI	rbsC ALP65_00545 CAZ10_31085 GNQ48_24425 GUL26_32570 IPC1295_28675 IPC737_31490 L4V69_20935 PAERUG_P19_London_7_VIM_2_05_10_02431	Pseudomonas aeruginosa	plasma membrane [GO:0005886]; transmembrane transporter activity [GO:0022857]
arnC	A0A0C7CVT0	A0A0C7CVT0_PSEAI	arnC CAZ10_19795 DT376_18200 GNQ48_06670 GUL26_02415 IPC1295_22600 IPC737_17190 PAERUG_P19_London_7_VIM_2_05_10_04641	Pseudomonas aeruginosa	plasma membrane [GO:0005886]; phosphotransferase activity, for other substituted phosphate groups [GO:0016780]; undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase activity [GO:0099621]; 4-amino-4-deoxy-alpha-L-arabinopyranosyl undecaprenyl phosphate biosynthetic process [GO:0036108]; lipid A biosynthetic process [GO:0009245]; lipopolysaccharide biosynthetic process [GO:0009103]; response to antibiotic [GO:0046677]
arnC	A0A5E5R674	A0A5E5R674_PSEAI	arnC TUEID40_05143	Pseudomonas aeruginosa	plasma membrane [GO:0005886]; phosphotransferase activity, for other substituted phosphate groups [GO:0016780]; undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase activity [GO:0099621]; 4-amino-4-deoxy-alpha-L-arabinopyranosyl undecaprenyl phosphate biosynthetic process [GO:0036108]; lipid A biosynthetic process [GO:0009245]; lipopolysaccharide biosynthetic process [GO:0009103]; response to antibiotic [GO:0046677]
arnC	A0A6A9K8X3	A0A6A9K8X3_PSEAI	arnC GNQ20_26370	Pseudomonas aeruginosa	plasma membrane [GO:0005886]; phosphotransferase activity, for other substituted phosphate groups [GO:0016780]; undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase activity [GO:0099621]; 4-amino-4-deoxy-alpha-L-arabinopyranosyl undecaprenyl phosphate biosynthetic process [GO:0036108]; lipid A biosynthetic process [GO:0009245]; lipopolysaccharide biosynthetic process [GO:0009103]; response to antibiotic [GO:0046677]
arnC	A0AAQ3LQN5	A0AAQ3LQN5_PSEAI	arnC L4V69_10620	Pseudomonas aeruginosa	
thlA	A0A072ZN79	A0A072ZN79_PSEAI	thlA_2 thlA CAZ10_13825 CCBH4851_00149 GNQ48_19605 GUL26_10690 IPC1295_26505 IPC737_24035 L4V69_17220 PAERUG_P19_London_7_VIM_2_05_10_02674	Pseudomonas aeruginosa	acetyl-CoA C-acetyltransferase activity [GO:0003985]
ampC	A0A0A0Q9J0	A0A0A0Q9J0_PSEAI	ampC CSB93_2136	Pseudomonas aeruginosa	outer membrane-bounded periplasmic space [GO:0030288]; beta-lactamase activity [GO:0008800]; antibiotic catabolic process [GO:0017001]; response to antibiotic [GO:0046677]
ampC	A0A1I9LDA9	A0A1I9LDA9_PSEAI	ampC	Pseudomonas aeruginosa	beta-lactamase activity [GO:0008800]
ampC	A0A1I9LDB0	A0A1I9LDB0_PSEAI	ampC	Pseudomonas aeruginosa	beta-lactamase activity [GO:0008800]
ampC	A0A1I9LDB1	A0A1I9LDB1_PSEAI	ampC	Pseudomonas aeruginosa	beta-lactamase activity [GO:0008800]
ampC	A0A367LT12	A0A367LT12_PSEAI	ampC DT376_45970	Pseudomonas aeruginosa	beta-lactamase activity [GO:0008800]
ampC	A0A367M1M0	A0A367M1M0_PSEAI	ampC DT376_29500	Pseudomonas aeruginosa	outer membrane-bounded periplasmic space [GO:0030288]; beta-lactamase activity [GO:0008800]; antibiotic catabolic process [GO:0017001]; response to antibiotic [GO:0046677]
ampC	D3Y4X8	D3Y4X8_PSEAI	ampC	Pseudomonas aeruginosa	outer membrane-bounded periplasmic space [GO:0030288]; beta-lactamase activity [GO:0008800]; antibiotic catabolic process [GO:0017001]; response to antibiotic [GO:0046677]
ampC	Q3LG62	Q3LG62_PSEAI	ampC bla AmpC L4V69_07775	Pseudomonas aeruginosa	outer membrane-bounded periplasmic space [GO:0030288]; beta-lactamase activity [GO:0008800]; antibiotic catabolic process [GO:0017001]; response to antibiotic [GO:0046677]
ampC	Q3LG63	Q3LG63_PSEAI	ampC	Pseudomonas aeruginosa	outer membrane-bounded periplasmic space [GO:0030288]; beta-lactamase activity [GO:0008800]; antibiotic catabolic process [GO:0017001]; response to antibiotic [GO:0046677]
ampC	Q4H482	Q4H482_PSEAI	ampC PAERUG_P19_London_7_VIM_2_05_10_01587	Pseudomonas aeruginosa	outer membrane-bounded periplasmic space [GO:0030288]; beta-lactamase activity [GO:0008800]; antibiotic catabolic process [GO:0017001]; response to antibiotic [GO:0046677]
ampC	Q541D8	Q541D8_PSEAI	ampC	Pseudomonas aeruginosa	outer membrane-bounded periplasmic space [GO:0030288]; beta-lactamase activity [GO:0008800]; antibiotic catabolic process [GO:0017001]; response to antibiotic [GO:0046677]
ampC	Q8RL89	Q8RL89_PSEAI	ampC	Pseudomonas aeruginosa	outer membrane-bounded periplasmic space [GO:0030288]; beta-lactamase activity [GO:0008800]; antibiotic catabolic process [GO:0017001]; response to antibiotic [GO:0046677]
ampC	Q8RL90	Q8RL90_PSEAI	ampC	Pseudomonas aeruginosa	outer membrane-bounded periplasmic space [GO:0030288]; beta-lactamase activity [GO:0008800]; antibiotic catabolic process [GO:0017001]; response to antibiotic [GO:0046677]
ampC	Q8RL91	Q8RL91_PSEAI	ampC	Pseudomonas aeruginosa	outer membrane-bounded periplasmic space [GO:0030288]; beta-lactamase activity [GO:0008800]; antibiotic catabolic process [GO:0017001]; response to antibiotic [GO:0046677]
ampC	Q8RMP1	Q8RMP1_PSEAI	ampC	Pseudomonas aeruginosa	outer membrane-bounded periplasmic space [GO:0030288]; beta-lactamase activity [GO:0008800]; antibiotic catabolic process [GO:0017001]; response to antibiotic [GO:0046677]
ampC	U6BPZ3	U6BPZ3_PSEAI	ampC	Pseudomonas aeruginosa	
dapA	A0A072ZMX0	A0A072ZMX0_PSEAI	dapA dapA_3 ALP65_00337 CAZ10_32585 GNQ48_31410 IPC1295_20545 IPC737_14720 L4V69_25855 PAERUG_P19_London_7_VIM_2_05_10_05252	Pseudomonas aeruginosa	cytoplasm [GO:0005737]; 4-hydroxy-tetrahydrodipicolinate synthase activity [GO:0008840]; diaminopimelate biosynthetic process [GO:0019877]; lysine biosynthetic process via diaminopimelate [GO:0009089]
dapA	A0A0F6UE82	A0A0F6UE82_PSEAI	dapA dapA_5 IPC1295_06265 PAERUG_P19_London_7_VIM_2_05_10_06821	Pseudomonas aeruginosa	cytoplasm [GO:0005737]; 4-hydroxy-tetrahydrodipicolinate synthase activity [GO:0008840]; diaminopimelate biosynthetic process [GO:0019877]; lysine biosynthetic process via diaminopimelate [GO:0009089]
dapA	A0A2R3INV2	A0A2R3INV2_PSEAI	dapA CSB93_5690	Pseudomonas aeruginosa	cytoplasm [GO:0005737]; 4-hydroxy-tetrahydrodipicolinate synthase activity [GO:0008840]; diaminopimelate biosynthetic process [GO:0019877]; lysine biosynthetic process via diaminopimelate [GO:0009089]
dapA	A0A367MIA8	A0A367MIA8_PSEAI	dapA DT376_01220	Pseudomonas aeruginosa	cytoplasm [GO:0005737]; 4-hydroxy-tetrahydrodipicolinate synthase activity [GO:0008840]; diaminopimelate biosynthetic process [GO:0019877]; lysine biosynthetic process via diaminopimelate [GO:0009089]
dapA	A0A6A9JWF2	A0A6A9JWF2_PSEAI	dapA GNQ20_05050	Pseudomonas aeruginosa	cytoplasm [GO:0005737]; 4-hydroxy-tetrahydrodipicolinate synthase activity [GO:0008840]; diaminopimelate biosynthetic process [GO:0019877]; lysine biosynthetic process via diaminopimelate [GO:0009089]
dapA	A0A6B1Y1X4	A0A6B1Y1X4_PSEAI	dapA GUL26_05025	Pseudomonas aeruginosa	cytoplasm [GO:0005737]; 4-hydroxy-tetrahydrodipicolinate synthase activity [GO:0008840]; diaminopimelate biosynthetic process [GO:0019877]; lysine biosynthetic process via diaminopimelate [GO:0009089]
dapA	A0A8G3EUF3	A0A8G3EUF3_PSEAI	dapA GUL26_19345	Pseudomonas aeruginosa	cytoplasm [GO:0005737]; 4-hydroxy-tetrahydrodipicolinate synthase activity [GO:0008840]; diaminopimelate biosynthetic process [GO:0019877]; lysine biosynthetic process via diaminopimelate [GO:0009089]
dapA	A0AAQ3LSQ3	A0AAQ3LSQ3_PSEAI	dapA L4V69_16225	Pseudomonas aeruginosa	
dapA	B3G1D0	B3G1D0_PSEAI	dapA IPC737_24705 PACL_0139	Pseudomonas aeruginosa	cytoplasm [GO:0005737]; 4-hydroxy-tetrahydrodipicolinate synthase activity [GO:0008840]; diaminopimelate biosynthetic process [GO:0019877]; lysine biosynthetic process via diaminopimelate [GO:0009089]
rnhB	A0A069Q6I5	A0A069Q6I5_PSEAI	rnhB ALP65_01784 CAZ10_16880 GUL26_01945 IPC1295_18735 PAERUG_P19_London_7_VIM_2_05_10_03835	Pseudomonas aeruginosa	cytoplasm [GO:0005737]; manganese ion binding [GO:0030145]; RNA binding [GO:0003723]; RNA-DNA hybrid ribonuclease activity [GO:0004523]; RNA catabolic process [GO:0006401]
rnhB	A0A077JNW8	A0A077JNW8_PSEAI	rnhB GNQ48_06215 IPC737_19610 L4V69_10165	Pseudomonas aeruginosa	cytoplasm [GO:0005737]; manganese ion binding [GO:0030145]; RNA binding [GO:0003723]; RNA-DNA hybrid ribonuclease activity [GO:0004523]; RNA catabolic process [GO:0006401]
rnhB	A0A2R3IWC2	A0A2R3IWC2_PSEAI	rnhB CSB93_2649	Pseudomonas aeruginosa	cytoplasm [GO:0005737]; manganese ion binding [GO:0030145]; RNA binding [GO:0003723]; RNA-DNA hybrid ribonuclease activity [GO:0004523]; RNA catabolic process [GO:0006401]
rnhB	A0A2R4KQ20	A0A2R4KQ20_PSEAI	rnhB MFLONPJD_00387	Pseudomonas aeruginosa	cytoplasm [GO:0005737]; manganese ion binding [GO:0030145]; RNA binding [GO:0003723]; RNA-DNA hybrid ribonuclease activity [GO:0004523]; RNA catabolic process [GO:0006401]
rnhB	A0A6A9JVM0	A0A6A9JVM0_PSEAI	rnhB GNQ20_19225	Pseudomonas aeruginosa	cytoplasm [GO:0005737]; manganese ion binding [GO:0030145]; RNA binding [GO:0003723]; RNA-DNA hybrid ribonuclease activity [GO:0004523]; RNA catabolic process [GO:0006401]
paaG	A0A072ZJK0	A0A072ZJK0_PSEAI	paaG CAZ10_01580 DT376_07030 GUL26_08490 IPC1295_07855 PAERUG_P19_London_7_VIM_2_05_10_03039	Pseudomonas aeruginosa	4-chlorobenzoyl-CoA dehalogenase activity [GO:0018787]; hydro-lyase activity [GO:0016836]; isomerase activity [GO:0016853]
rbsB	A0A241XI71	A0A241XI71_PSEAI	rbsB CAZ10_31095 GNQ48_24415 L4V69_20945 PAERUG_P19_London_7_VIM_2_05_10_02433	Pseudomonas aeruginosa	outer membrane-bounded periplasmic space [GO:0030288]; carbohydrate binding [GO:0030246]
slyX	A0A072ZL08	A0A072ZL08_PSEAI	slyX CAZ10_11455 DT376_03400 GNQ48_30735 GUL26_29480 IPC1295_27705 IPC737_21915 L4V69_26425	Pseudomonas aeruginosa	
slyX	A0A6A9JZC4	A0A6A9JZC4_PSEAI	slyX GNQ20_15335	Pseudomonas aeruginosa	
slyX	A0A9P1R1G7	A0A9P1R1G7_PSEAI	slyX PAERUG_P19_London_7_VIM_2_05_10_01109	Pseudomonas aeruginosa	
treS	A0A0D6HSX3	A0A0D6HSX3_PSEAI	treS GNQ48_24170 L4V69_19950 PAERUG_P19_London_7_VIM_2_05_10_01400	Pseudomonas aeruginosa	hydrolase activity, acting on glycosyl bonds [GO:0016798]; maltose alpha-D-glucosyltransferase activity [GO:0047471]; metal ion binding [GO:0046872]; transferase activity [GO:0016740]; carbohydrate metabolic process [GO:0005975]
treS	A0A2R3IWA0	A0A2R3IWA0_PSEAI	treS CSB93_4387	Pseudomonas aeruginosa	maltose alpha-D-glucosyltransferase activity [GO:0047471]; metal ion binding [GO:0046872]; carbohydrate metabolic process [GO:0005975]
treS	A0A643JA37	A0A643JA37_PSEAI	treS F7O97_02655	Pseudomonas aeruginosa	maltose alpha-D-glucosyltransferase activity [GO:0047471]; metal ion binding [GO:0046872]; transferase activity [GO:0016740]; carbohydrate metabolic process [GO:0005975]
treS	A0A6A9K8K8	A0A6A9K8K8_PSEAI	treS GNQ20_20895	Pseudomonas aeruginosa	maltose alpha-D-glucosyltransferase activity [GO:0047471]; metal ion binding [GO:0046872]; transferase activity [GO:0016740]; carbohydrate metabolic process [GO:0005975]
treS	A0A6B1YIG5	A0A6B1YIG5_PSEAI	treS GUL26_23210	Pseudomonas aeruginosa	maltose alpha-D-glucosyltransferase activity [GO:0047471]; metal ion binding [GO:0046872]; transferase activity [GO:0016740]; carbohydrate metabolic process [GO:0005975]
treS	A0A7M2ZTM8	A0A7M2ZTM8_PSEAI	treS IPC1295_17785	Pseudomonas aeruginosa	maltose alpha-D-glucosyltransferase activity [GO:0047471]; metal ion binding [GO:0046872]; transferase activity [GO:0016740]; carbohydrate metabolic process [GO:0005975]
