From	Entry	Entry Name	Gene Names	Organism	Gene Ontology (GO)
glnA	A0A2A6LS51	A0A2A6LS51_RHIFR	glnA CO661_24275 GHK48_29545	Rhizobium fredii (Sinorhizobium fredii)	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; glutamine synthetase activity [GO:0004356]; glutamine biosynthetic process [GO:0006542]; nitrogen fixation [GO:0009399]
glnA	A0A2L0H4B9	A0A2L0H4B9_RHIFR	glnA NXT3_CH01765	Rhizobium fredii (Sinorhizobium fredii)	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; glutamine synthetase activity [GO:0004356]; glutamine biosynthetic process [GO:0006542]; nitrogen fixation [GO:0009399]
glnA	Q14S04	Q14S04_RHIFR	glnA	Rhizobium fredii (Sinorhizobium fredii)	ATP binding [GO:0005524]; glutamine synthetase activity [GO:0004356]; glutamine biosynthetic process [GO:0006542]; nitrogen fixation [GO:0009399]
glnA	Q9RAE0	Q9RAE0_RHIFR	glnA	Rhizobium fredii (Sinorhizobium fredii)	ATP binding [GO:0005524]; glutamine synthetase activity [GO:0004356]; glutamine biosynthetic process [GO:0006542]; nitrogen fixation [GO:0009399]
speB	A0A2A6LQF8	A0A2A6LQF8_RHIFR	speB CO661_28690	Rhizobium fredii (Sinorhizobium fredii)	agmatinase activity [GO:0008783]; metal ion binding [GO:0046872]; putrescine biosynthetic process from arginine, using agmatinase [GO:0033389]
speB	A0A2A6LZ31	A0A2A6LZ31_RHIFR	speB CO661_12600	Rhizobium fredii (Sinorhizobium fredii)	agmatinase activity [GO:0008783]; metal ion binding [GO:0046872]; putrescine biosynthetic process from arginine, using agmatinase [GO:0033389]
speB	A0A2A6M314	A0A2A6M314_RHIFR	speB CO661_07285 GHK48_34225	Rhizobium fredii (Sinorhizobium fredii)	agmatinase activity [GO:0008783]; metal ion binding [GO:0046872]; putrescine biosynthetic process from arginine, using agmatinase [GO:0033389]
speB	A0A844AJ76	A0A844AJ76_RHIFR	speB GHK48_26325	Rhizobium fredii (Sinorhizobium fredii)	agmatinase activity [GO:0008783]; metal ion binding [GO:0046872]; putrescine biosynthetic process from arginine, using agmatinase [GO:0033389]
speB	A0A844ALF0	A0A844ALF0_RHIFR	speB GHK48_29370	Rhizobium fredii (Sinorhizobium fredii)	agmatinase activity [GO:0008783]; metal ion binding [GO:0046872]; putrescine biosynthetic process from arginine, using agmatinase [GO:0033389]
thrC	A0A0A1EK74	A0A0A1EK74_RHIFR	thrC	Rhizobium fredii (Sinorhizobium fredii)	
thrC	A0A2L0H2U1	A0A2L0H2U1_RHIFR	thrC NXT3_CH00935	Rhizobium fredii (Sinorhizobium fredii)	threonine synthase activity [GO:0004795]
thrC	Q14SD1	Q14SD1_RHIFR	thrC	Rhizobium fredii (Sinorhizobium fredii)	
thrC	Q14SD3	Q14SD3_RHIFR	thrC	Rhizobium fredii (Sinorhizobium fredii)	
moaB	A0A2A6LVM3	A0A2A6LVM3_RHIFR	moaB CO661_18865	Rhizobium fredii (Sinorhizobium fredii)	Mo-molybdopterin cofactor biosynthetic process [GO:0006777]
moaB	A0A2L0H1U5	A0A2L0H1U5_RHIFR	moaB NXT3_CH00849	Rhizobium fredii (Sinorhizobium fredii)	Mo-molybdopterin cofactor biosynthetic process [GO:0006777]
moaB	A0A844A9Y6	A0A844A9Y6_RHIFR	moaB GHK48_17365	Rhizobium fredii (Sinorhizobium fredii)	Mo-molybdopterin cofactor biosynthetic process [GO:0006777]
queE	A0A2A6M551	A0A2A6M551_RHIFR	queE CO661_03805 GHK48_04895	Rhizobium fredii (Sinorhizobium fredii)	4 iron, 4 sulfur cluster binding [GO:0051539]; carbon-nitrogen lyase activity [GO:0016840]; magnesium ion binding [GO:0000287]; S-adenosyl-L-methionine binding [GO:1904047]; queuosine biosynthetic process [GO:0008616]
queE	A0A2L0HEJ7	A0A2L0HEJ7_RHIFR	queE NXT3_PC00724	Rhizobium fredii (Sinorhizobium fredii)	4 iron, 4 sulfur cluster binding [GO:0051539]; carbon-nitrogen lyase activity [GO:0016840]; magnesium ion binding [GO:0000287]; S-adenosyl-L-methionine binding [GO:1904047]; queuosine biosynthetic process [GO:0008616]
glnH	A0A2L0HBD0	A0A2L0HBD0_RHIFR	glnH NXT3_PB00147	Rhizobium fredii (Sinorhizobium fredii)	membrane [GO:0016020]; ligand-gated monoatomic ion channel activity [GO:0015276]
hutH	A0A2A6LWX4	A0A2A6LWX4_RHIFR	hutH CO661_16450	Rhizobium fredii (Sinorhizobium fredii)	cytoplasm [GO:0005737]; histidine ammonia-lyase activity [GO:0004397]; L-histidine catabolic process to glutamate and formamide [GO:0019556]; L-histidine catabolic process to glutamate and formate [GO:0019557]
hutH	A0A2L0HG53	A0A2L0HG53_RHIFR	hutH-2 hutH NXT3_PC00995	Rhizobium fredii (Sinorhizobium fredii)	cytoplasm [GO:0005737]; histidine ammonia-lyase activity [GO:0004397]; L-histidine catabolic process to glutamate and formamide [GO:0019556]; L-histidine catabolic process to glutamate and formate [GO:0019557]
hutH	A0A844AM63	A0A844AM63_RHIFR	hutH GHK48_32290	Rhizobium fredii (Sinorhizobium fredii)	cytoplasm [GO:0005737]; histidine ammonia-lyase activity [GO:0004397]; L-histidine catabolic process to glutamate and formamide [GO:0019556]; L-histidine catabolic process to glutamate and formate [GO:0019557]
aspC	A0A2L0H6J4	A0A2L0H6J4_RHIFR	aatA aspC NXT3_CH02540	Rhizobium fredii (Sinorhizobium fredii)	L-aspartate:2-oxoglutarate aminotransferase activity [GO:0004069]; pyridoxal phosphate binding [GO:0030170]; biosynthetic process [GO:0009058]
cynT	A0A2L0H452	A0A2L0H452_RHIFR	cynT NXT3_CH01669	Rhizobium fredii (Sinorhizobium fredii)	carbonate dehydratase activity [GO:0004089]; zinc ion binding [GO:0008270]; carbon utilization [GO:0015976]
garR	A0A2L0HE29	A0A2L0HE29_RHIFR	glxR garR NXT3_PC00590	Rhizobium fredii (Sinorhizobium fredii)	2-hydroxy-3-oxopropionate reductase activity [GO:0008679]; NAD binding [GO:0051287]; NADP binding [GO:0050661]; glyoxylate metabolic process [GO:0046487]; organic acid catabolic process [GO:0016054]
secA	A0A2A6LTB9	A0A2A6LTB9_RHIFR	secA CO661_23645	Rhizobium fredii (Sinorhizobium fredii)	cytoplasm [GO:0005737]; plasma membrane [GO:0005886]; ATP binding [GO:0005524]; metal ion binding [GO:0046872]; intracellular protein transmembrane transport [GO:0065002]; protein import [GO:0017038]; protein targeting [GO:0006605]
secA	A0A2L0H821	A0A2L0H821_RHIFR	secA NXT3_CH03100	Rhizobium fredii (Sinorhizobium fredii)	cytoplasm [GO:0005737]; plasma membrane [GO:0005886]; ATP binding [GO:0005524]; metal ion binding [GO:0046872]; intracellular protein transmembrane transport [GO:0065002]; protein import [GO:0017038]; protein targeting [GO:0006605]
secA	A0A844A3F6	A0A844A3F6_RHIFR	secA GHK48_01360	Rhizobium fredii (Sinorhizobium fredii)	cytoplasm [GO:0005737]; plasma membrane [GO:0005886]; ATP binding [GO:0005524]; metal ion binding [GO:0046872]; intracellular protein transmembrane transport [GO:0065002]; protein import [GO:0017038]; protein targeting [GO:0006605]
znuA	A0A2L0H5D4	A0A2L0H5D4_RHIFR	znuA NXT3_CH02126	Rhizobium fredii (Sinorhizobium fredii)	periplasmic space [GO:0042597]; metal ion binding [GO:0046872]; zinc ion transport [GO:0006829]
znuA	A0A844A7L4	A0A844A7L4_RHIFR	znuA GHK48_09420	Rhizobium fredii (Sinorhizobium fredii)	periplasmic space [GO:0042597]; metal ion binding [GO:0046872]; zinc ion transport [GO:0006829]
trpS	A0A2A6LRT9	A0A2A6LRT9_RHIFR	trpS CO661_26180 GHK48_22635	Rhizobium fredii (Sinorhizobium fredii)	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; tryptophan-tRNA ligase activity [GO:0004830]; tryptophanyl-tRNA aminoacylation [GO:0006436]
trpS	A0A2L0H0K4	A0A2L0H0K4_RHIFR	trpS NXT3_CH00393	Rhizobium fredii (Sinorhizobium fredii)	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; tryptophan-tRNA ligase activity [GO:0004830]; tryptophanyl-tRNA aminoacylation [GO:0006436]
nadB	A0A2L0H2R1	A0A2L0H2R1_RHIFR	nadB NXT3_CH01140	Rhizobium fredii (Sinorhizobium fredii)	cytoplasm [GO:0005737]; L-aspartate oxidase activity [GO:0008734]; L-aspartate:fumarate oxidoreductase activity [GO:0044318]; NAD biosynthetic process [GO:0009435]
flhA	A0A2A6LSE8	A0A2A6LSE8_RHIFR	flhA CO661_22965 GHK48_24930	Rhizobium fredii (Sinorhizobium fredii)	plasma membrane [GO:0005886]; bacterial-type flagellum assembly [GO:0044780]; protein secretion [GO:0009306]
flhA	A0A2L0H1G5	A0A2L0H1G5_RHIFR	flhA NXT3_CH00674	Rhizobium fredii (Sinorhizobium fredii)	plasma membrane [GO:0005886]; bacterial-type flagellum assembly [GO:0044780]; protein secretion [GO:0009306]
prs	A0A2A6LWB5	A0A2A6LWB5_RHIFR	prs CO661_14625 GHK48_23135	Rhizobium fredii (Sinorhizobium fredii)	cytoplasm [GO:0005737]; ribose phosphate diphosphokinase complex [GO:0002189]; ATP binding [GO:0005524]; kinase activity [GO:0016301]; magnesium ion binding [GO:0000287]; ribose phosphate diphosphokinase activity [GO:0004749]; 5-phosphoribose 1-diphosphate biosynthetic process [GO:0006015]; purine nucleotide biosynthetic process [GO:0006164]; ribonucleoside monophosphate biosynthetic process [GO:0009156]
prs	A0A2L0H6N7	A0A2L0H6N7_RHIFR	prs NXT3_CH02563	Rhizobium fredii (Sinorhizobium fredii)	cytoplasm [GO:0005737]; ribose phosphate diphosphokinase complex [GO:0002189]; ATP binding [GO:0005524]; kinase activity [GO:0016301]; magnesium ion binding [GO:0000287]; ribose phosphate diphosphokinase activity [GO:0004749]; 5-phosphoribose 1-diphosphate biosynthetic process [GO:0006015]; purine nucleotide biosynthetic process [GO:0006164]; ribonucleoside monophosphate biosynthetic process [GO:0009156]
prs	A0A844A682	A0A844A682_RHIFR	prs GHK48_06790	Rhizobium fredii (Sinorhizobium fredii)	cytoplasm [GO:0005737]; ribose phosphate diphosphokinase complex [GO:0002189]; kinase activity [GO:0016301]; magnesium ion binding [GO:0000287]; ribose phosphate diphosphokinase activity [GO:0004749]; 5-phosphoribose 1-diphosphate biosynthetic process [GO:0006015]; purine nucleotide biosynthetic process [GO:0006164]
glgC	A0A2A6LZ63	A0A2A6LZ63_RHIFR	glgC CO661_11035	Rhizobium fredii (Sinorhizobium fredii)	ATP binding [GO:0005524]; glucose-1-phosphate adenylyltransferase activity [GO:0008878]; glycogen biosynthetic process [GO:0005978]
glgC	A0A2L0HB08	A0A2L0HB08_RHIFR	glgC NXT3_CH03374	Rhizobium fredii (Sinorhizobium fredii)	ATP binding [GO:0005524]; glucose-1-phosphate adenylyltransferase activity [GO:0008878]; glycogen biosynthetic process [GO:0005978]
glgC	A0A844AIS9	A0A844AIS9_RHIFR	glgC GHK48_27390	Rhizobium fredii (Sinorhizobium fredii)	ATP binding [GO:0005524]; glucose-1-phosphate adenylyltransferase activity [GO:0008878]; glycogen biosynthetic process [GO:0005978]
bkdA1	A0A2L0H7N8	A0A2L0H7N8_RHIFR	bkdA1 NXT3_CH02918	Rhizobium fredii (Sinorhizobium fredii)	3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring) activity [GO:0003863]
radA	A0A2A6LPS3	A0A2A6LPS3_RHIFR	radA CO661_30200 GHK48_03045	Rhizobium fredii (Sinorhizobium fredii)	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATP-dependent DNA damage sensor activity [GO:0140664]; damaged DNA binding [GO:0003684]; metal ion binding [GO:0046872]; recombinational repair [GO:0000725]
radA	A0A2L0H3I4	A0A2L0H3I4_RHIFR	radA NXT3_CH01168	Rhizobium fredii (Sinorhizobium fredii)	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATP-dependent DNA damage sensor activity [GO:0140664]; damaged DNA binding [GO:0003684]; metal ion binding [GO:0046872]; recombinational repair [GO:0000725]
gabD	A0A2A6LTF2	A0A2A6LTF2_RHIFR	gabD CO661_21115 GHK48_25385	Rhizobium fredii (Sinorhizobium fredii)	cytosol [GO:0005829]; succinate-semialdehyde dehydrogenase (NAD+) activity [GO:0004777]; gamma-aminobutyric acid catabolic process [GO:0009450]
gabD	A0A2A6LW44	A0A2A6LW44_RHIFR	gabD CO661_16530	Rhizobium fredii (Sinorhizobium fredii)	succinate-semialdehyde dehydrogenase (NAD+) activity [GO:0004777]; gamma-aminobutyric acid catabolic process [GO:0009450]
gabD	A0A2A6M6E7	A0A2A6M6E7_RHIFR	gabD CO661_00120	Rhizobium fredii (Sinorhizobium fredii)	cytosol [GO:0005829]; succinate-semialdehyde dehydrogenase (NAD+) activity [GO:0004777]; gamma-aminobutyric acid catabolic process [GO:0009450]
gabD	A0A2A6M7L2	A0A2A6M7L2_RHIFR	gabD CO661_01090	Rhizobium fredii (Sinorhizobium fredii)	succinate-semialdehyde dehydrogenase (NAD+) activity [GO:0004777]; gamma-aminobutyric acid catabolic process [GO:0009450]
pccB	A0A2L0HDX7	A0A2L0HDX7_RHIFR	pccB NXT3_PC00540	Rhizobium fredii (Sinorhizobium fredii)	acetyl-CoA carboxylase complex [GO:0009317]; acetyl-CoA carboxylase activity [GO:0003989]; propionyl-CoA carboxylase activity [GO:0004658]; fatty acid biosynthetic process [GO:0006633]
infB	A0A2A6M1S3	A0A2A6M1S3_RHIFR	infB CO661_08505	Rhizobium fredii (Sinorhizobium fredii)	cytoplasm [GO:0005737]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; guanosine tetraphosphate binding [GO:0097216]; translation initiation factor activity [GO:0003743]
infB	A0A2L0H063	A0A2L0H063_RHIFR	infB NXT3_CH00217	Rhizobium fredii (Sinorhizobium fredii)	cytoplasm [GO:0005737]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; guanosine tetraphosphate binding [GO:0097216]; translation initiation factor activity [GO:0003743]
infB	A0A844AGC6	A0A844AGC6_RHIFR	infB GHK48_28145	Rhizobium fredii (Sinorhizobium fredii)	cytoplasm [GO:0005737]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; guanosine tetraphosphate binding [GO:0097216]; translation initiation factor activity [GO:0003743]
queC	A0A2A6M4K0	A0A2A6M4K0_RHIFR	queC CO661_03795 GHK48_04885	Rhizobium fredii (Sinorhizobium fredii)	ATP binding [GO:0005524]; ligase activity, forming carbon-nitrogen bonds [GO:0016879]; zinc ion binding [GO:0008270]; queuosine biosynthetic process [GO:0008616]
queC	A0A2L0HEG2	A0A2L0HEG2_RHIFR	queC NXT3_PC00722	Rhizobium fredii (Sinorhizobium fredii)	ATP binding [GO:0005524]; ligase activity, forming carbon-nitrogen bonds [GO:0016879]; zinc ion binding [GO:0008270]; queuosine biosynthetic process [GO:0008616]
