From	Entry	Entry Name	Gene Names	Organism	Gene Ontology (GO)
ccoP	A0AAP6TQH3	A0AAP6TQH3_RHIML	ccoP GHK56_25010	Rhizobium meliloti (Ensifer meliloti) (Sinorhizobium meliloti)	
ccoP	A0AAP6TQH4	A0AAP6TQH4_RHIML	ccoP GHK56_25105	Rhizobium meliloti (Ensifer meliloti) (Sinorhizobium meliloti)	
thiC	A0A2J0Z5J4	A0A2J0Z5J4_RHIML	thiC CEJ86_08715	Rhizobium meliloti (Ensifer meliloti) (Sinorhizobium meliloti)	4 iron, 4 sulfur cluster binding [GO:0051539]; carbon-carbon lyase activity [GO:0016830]; zinc ion binding [GO:0008270]; thiamine biosynthetic process [GO:0009228]; thiamine diphosphate biosynthetic process [GO:0009229]
thiC	A0A3S2Q5V3	A0A3S2Q5V3_RHIML	thiC CN211_03315	Rhizobium meliloti (Ensifer meliloti) (Sinorhizobium meliloti)	4 iron, 4 sulfur cluster binding [GO:0051539]; carbon-carbon lyase activity [GO:0016830]; zinc ion binding [GO:0008270]; thiamine biosynthetic process [GO:0009228]; thiamine diphosphate biosynthetic process [GO:0009229]
thiC	A0A437GSS8	A0A437GSS8_RHIML	thiC CN070_00895	Rhizobium meliloti (Ensifer meliloti) (Sinorhizobium meliloti)	4 iron, 4 sulfur cluster binding [GO:0051539]; carbon-carbon lyase activity [GO:0016830]; zinc ion binding [GO:0008270]; thiamine biosynthetic process [GO:0009228]; thiamine diphosphate biosynthetic process [GO:0009229]
thiC	A0A6A7ZUJ9	A0A6A7ZUJ9_RHIML	thiC GHK45_17975	Rhizobium meliloti (Ensifer meliloti) (Sinorhizobium meliloti)	4 iron, 4 sulfur cluster binding [GO:0051539]; carbon-carbon lyase activity [GO:0016830]; zinc ion binding [GO:0008270]; thiamine biosynthetic process [GO:0009228]; thiamine diphosphate biosynthetic process [GO:0009229]
thiC	A0AAP6NH47	A0AAP6NH47_RHIML	thiC GHK56_22530	Rhizobium meliloti (Ensifer meliloti) (Sinorhizobium meliloti)	
exsH	A0A6A7ZXD3	A0A6A7ZXD3_RHIML	exsH GHK45_28605	Rhizobium meliloti (Ensifer meliloti) (Sinorhizobium meliloti)	calcium ion binding [GO:0005509]; hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]; carbohydrate metabolic process [GO:0005975]
exsH	A0AAP6NAN4	A0AAP6NAN4_RHIML	exsH GHK56_04990	Rhizobium meliloti (Ensifer meliloti) (Sinorhizobium meliloti)	
trpF	A0A222GMN0	A0A222GMN0_RHIML	trpF CN211_18280 GHK56_31770	Rhizobium meliloti (Ensifer meliloti) (Sinorhizobium meliloti)	phosphoribosylanthranilate isomerase activity [GO:0004640]; tryptophan biosynthetic process [GO:0000162]
trpF	A0A2J0Z0M2	A0A2J0Z0M2_RHIML	trpF CEJ86_16760	Rhizobium meliloti (Ensifer meliloti) (Sinorhizobium meliloti)	phosphoribosylanthranilate isomerase activity [GO:0004640]; tryptophan biosynthetic process [GO:0000162]
trpF	A0A437GLD0	A0A437GLD0_RHIML	trpF CN070_14520	Rhizobium meliloti (Ensifer meliloti) (Sinorhizobium meliloti)	phosphoribosylanthranilate isomerase activity [GO:0004640]; tryptophan biosynthetic process [GO:0000162]
trpF	A0A6A7ZKA1	A0A6A7ZKA1_RHIML	trpF GHK45_05445	Rhizobium meliloti (Ensifer meliloti) (Sinorhizobium meliloti)	phosphoribosylanthranilate isomerase activity [GO:0004640]; tryptophan biosynthetic process [GO:0000162]
glgX	A0A2J0YZV4	A0A2J0YZV4_RHIML	glgX CEJ86_18770	Rhizobium meliloti (Ensifer meliloti) (Sinorhizobium meliloti)	glycogen debranching enzyme activity [GO:0004133]; hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]; glycogen catabolic process [GO:0005980]
glgX	A0A2J0Z651	A0A2J0Z651_RHIML	glgX CEJ86_09920	Rhizobium meliloti (Ensifer meliloti) (Sinorhizobium meliloti)	glycogen debranching enzyme activity [GO:0004133]; hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]; glycogen catabolic process [GO:0005980]
glgX	A0A3S5WBU6	A0A3S5WBU6_RHIML	glgX CN070_06460	Rhizobium meliloti (Ensifer meliloti) (Sinorhizobium meliloti)	glycogen debranching enzyme activity [GO:0004133]; hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]; glycogen catabolic process [GO:0005980]
glgX	A0A437GP22	A0A437GP22_RHIML	glgX CN070_09195	Rhizobium meliloti (Ensifer meliloti) (Sinorhizobium meliloti)	glycogen debranching enzyme activity [GO:0004133]; hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]; glycogen catabolic process [GO:0005980]
glgX	A0A6A7ZWE6	A0A6A7ZWE6_RHIML	glgX GHK45_20975	Rhizobium meliloti (Ensifer meliloti) (Sinorhizobium meliloti)	glycogen debranching enzyme activity [GO:0004133]; hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]; glycogen catabolic process [GO:0005980]
glgX	A0A6A8A0V8	A0A6A8A0V8_RHIML	glgX GHK45_29915	Rhizobium meliloti (Ensifer meliloti) (Sinorhizobium meliloti)	glycogen debranching enzyme activity [GO:0004133]; hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]; glycogen catabolic process [GO:0005980]
glgX	A0A8B3MIY3	A0A8B3MIY3_RHIML	glgX CN211_16790	Rhizobium meliloti (Ensifer meliloti) (Sinorhizobium meliloti)	glycogen debranching enzyme activity [GO:0004133]; hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]; glycogen catabolic process [GO:0005980]
glgX	A0A8B3MJF2	A0A8B3MJF2_RHIML	glgX CN211_19380	Rhizobium meliloti (Ensifer meliloti) (Sinorhizobium meliloti)	glycogen debranching enzyme activity [GO:0004133]; hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]; glycogen catabolic process [GO:0005980]
glgX	A0AAP6NC16	A0AAP6NC16_RHIML	glgX GHK56_04435	Rhizobium meliloti (Ensifer meliloti) (Sinorhizobium meliloti)	
glgX	A0AAP6TP92	A0AAP6TP92_RHIML	glgX GHK56_18160	Rhizobium meliloti (Ensifer meliloti) (Sinorhizobium meliloti)	
ampC	A0A6A7ZXE8	A0A6A7ZXE8_RHIML	ampC GHK45_28670	Rhizobium meliloti (Ensifer meliloti) (Sinorhizobium meliloti)	outer membrane-bounded periplasmic space [GO:0030288]; beta-lactamase activity [GO:0008800]; peptidase activity [GO:0008233]; antibiotic catabolic process [GO:0017001]; proteolysis [GO:0006508]; response to antibiotic [GO:0046677]
ampC	A0AAP6TLZ9	A0AAP6TLZ9_RHIML	ampC GHK56_05065	Rhizobium meliloti (Ensifer meliloti) (Sinorhizobium meliloti)	
dapA	Q07607	DAPA_RHIML	dapA mosA	Rhizobium meliloti (Ensifer meliloti) (Sinorhizobium meliloti)	cytoplasm [GO:0005737]; 4-hydroxy-tetrahydrodipicolinate synthase activity [GO:0008840]; diaminopimelate biosynthetic process [GO:0019877]; lysine biosynthetic process via diaminopimelate [GO:0009089]
dapA	A0A222HJQ3	A0A222HJQ3_RHIML	dapA CN211_01015 GHK56_11625	Rhizobium meliloti (Ensifer meliloti) (Sinorhizobium meliloti)	cytoplasm [GO:0005737]; 4-hydroxy-tetrahydrodipicolinate synthase activity [GO:0008840]; diaminopimelate biosynthetic process [GO:0019877]; lysine biosynthetic process via diaminopimelate [GO:0009089]
dapA	A0A2J0YVE4	A0A2J0YVE4_RHIML	dapA CEJ86_28685	Rhizobium meliloti (Ensifer meliloti) (Sinorhizobium meliloti)	cytoplasm [GO:0005737]; 4-hydroxy-tetrahydrodipicolinate synthase activity [GO:0008840]; diaminopimelate biosynthetic process [GO:0019877]; lysine biosynthetic process via diaminopimelate [GO:0009089]
dapA	A0A2J0YXL6	A0A2J0YXL6_RHIML	dapA CEJ86_23280	Rhizobium meliloti (Ensifer meliloti) (Sinorhizobium meliloti)	cytoplasm [GO:0005737]; 4-hydroxy-tetrahydrodipicolinate synthase activity [GO:0008840]; diaminopimelate biosynthetic process [GO:0019877]; lysine biosynthetic process via diaminopimelate [GO:0009089]
dapA	A0A2J0Z2Q7	A0A2J0Z2Q7_RHIML	dapA CEJ86_13015	Rhizobium meliloti (Ensifer meliloti) (Sinorhizobium meliloti)	cytoplasm [GO:0005737]; 4-hydroxy-tetrahydrodipicolinate synthase activity [GO:0008840]; diaminopimelate biosynthetic process [GO:0019877]; lysine biosynthetic process via diaminopimelate [GO:0009089]
dapA	A0A3S2UJF0	A0A3S2UJF0_RHIML	dapA CN070_27865	Rhizobium meliloti (Ensifer meliloti) (Sinorhizobium meliloti)	cytoplasm [GO:0005737]; 4-hydroxy-tetrahydrodipicolinate synthase activity [GO:0008840]; diaminopimelate biosynthetic process [GO:0019877]; lysine biosynthetic process via diaminopimelate [GO:0009089]
dapA	A0A6A7ZL52	A0A6A7ZL52_RHIML	dapA GHK45_07350	Rhizobium meliloti (Ensifer meliloti) (Sinorhizobium meliloti)	cytoplasm [GO:0005737]; 4-hydroxy-tetrahydrodipicolinate synthase activity [GO:0008840]; diaminopimelate biosynthetic process [GO:0019877]; lysine biosynthetic process via diaminopimelate [GO:0009089]
dapA	A0A8B3MCJ7	A0A8B3MCJ7_RHIML	dapA CN211_29465	Rhizobium meliloti (Ensifer meliloti) (Sinorhizobium meliloti)	cytoplasm [GO:0005737]; 4-hydroxy-tetrahydrodipicolinate synthase activity [GO:0008840]; diaminopimelate biosynthetic process [GO:0019877]; lysine biosynthetic process via diaminopimelate [GO:0009089]
rnhB	A0A222HWG1	A0A222HWG1_RHIML	rnhB CN211_24760	Rhizobium meliloti (Ensifer meliloti) (Sinorhizobium meliloti)	cytoplasm [GO:0005737]; ribonuclease H2 complex [GO:0032299]; manganese ion binding [GO:0030145]; RNA binding [GO:0003723]; RNA-DNA hybrid ribonuclease activity [GO:0004523]; DNA replication, removal of RNA primer [GO:0043137]; mismatch repair [GO:0006298]
rnhB	A0A2J0Z860	A0A2J0Z860_RHIML	rnhB CEJ86_00400	Rhizobium meliloti (Ensifer meliloti) (Sinorhizobium meliloti)	cytoplasm [GO:0005737]; manganese ion binding [GO:0030145]; RNA binding [GO:0003723]; RNA-DNA hybrid ribonuclease activity [GO:0004523]; RNA catabolic process [GO:0006401]
rnhB	A0A3S2VNV1	A0A3S2VNV1_RHIML	rnhB CN070_21415	Rhizobium meliloti (Ensifer meliloti) (Sinorhizobium meliloti)	cytoplasm [GO:0005737]; ribonuclease H2 complex [GO:0032299]; manganese ion binding [GO:0030145]; RNA binding [GO:0003723]; RNA-DNA hybrid ribonuclease activity [GO:0004523]; DNA replication, removal of RNA primer [GO:0043137]; mismatch repair [GO:0006298]
tdh	A0A2J0Z465	A0A2J0Z465_RHIML	tdh CEJ86_11425	Rhizobium meliloti (Ensifer meliloti) (Sinorhizobium meliloti)	cytoplasm [GO:0005737]; L-threonine 3-dehydrogenase activity [GO:0008743]; zinc ion binding [GO:0008270]; L-threonine catabolic process to glycine [GO:0019518]
tdh	A0A437GLW4	A0A437GLW4_RHIML	tdh CN070_12425	Rhizobium meliloti (Ensifer meliloti) (Sinorhizobium meliloti)	cytoplasm [GO:0005737]; L-threonine 3-dehydrogenase activity [GO:0008743]; zinc ion binding [GO:0008270]; L-threonine catabolic process to glycine [GO:0019518]
tdh	A0A8B3MIZ9	A0A8B3MIZ9_RHIML	tdh CN211_19830	Rhizobium meliloti (Ensifer meliloti) (Sinorhizobium meliloti)	cytoplasm [GO:0005737]; L-threonine 3-dehydrogenase activity [GO:0008743]; zinc ion binding [GO:0008270]; L-threonine catabolic process to glycine [GO:0019518]
slyX	A0A222H288	A0A222H288_RHIML	slyX CN211_21865 GHK56_23850	Rhizobium meliloti (Ensifer meliloti) (Sinorhizobium meliloti)	
slyX	A0A3S2VXW3	A0A3S2VXW3_RHIML	slyX CN070_04535	Rhizobium meliloti (Ensifer meliloti) (Sinorhizobium meliloti)	
paaD	Q9AFD0	Q9AFD0_RHIML	paaD paaJ CN211_03465	Rhizobium meliloti (Ensifer meliloti) (Sinorhizobium meliloti)	
putA	P95629	PUTA_RHIML	putA	Rhizobium meliloti (Ensifer meliloti) (Sinorhizobium meliloti)	cytoplasmic side of plasma membrane [GO:0009898]; 1-pyrroline-5-carboxylate dehydrogenase activity [GO:0003842]; DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; proline dehydrogenase activity [GO:0004657]; proline biosynthetic process [GO:0006561]; proline catabolic process to glutamate [GO:0010133]
putA	A0A222IRS8	A0A222IRS8_RHIML	putA CN211_21490 GHK56_16960	Rhizobium meliloti (Ensifer meliloti) (Sinorhizobium meliloti)	cytoplasmic side of plasma membrane [GO:0009898]; 1-pyrroline-5-carboxylate dehydrogenase activity [GO:0003842]; DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; proline dehydrogenase activity [GO:0004657]; proline biosynthetic process [GO:0006561]; proline catabolic process to glutamate [GO:0010133]
putA	A0A2J0Z973	A0A2J0Z973_RHIML	putA CEJ86_02430	Rhizobium meliloti (Ensifer meliloti) (Sinorhizobium meliloti)	cytoplasmic side of plasma membrane [GO:0009898]; 1-pyrroline-5-carboxylate dehydrogenase activity [GO:0003842]; DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; proline dehydrogenase activity [GO:0004657]; proline biosynthetic process [GO:0006561]; proline catabolic process to glutamate [GO:0010133]
putA	A0A6A7ZTL8	A0A6A7ZTL8_RHIML	putA GHK45_20505	Rhizobium meliloti (Ensifer meliloti) (Sinorhizobium meliloti)	cytoplasmic side of plasma membrane [GO:0009898]; 1-pyrroline-5-carboxylate dehydrogenase activity [GO:0003842]; DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; proline dehydrogenase activity [GO:0004657]; proline biosynthetic process [GO:0006561]; proline catabolic process to glutamate [GO:0010133]
metH	A0A6A8A4C4	A0A6A8A4C4_RHIML	metH GHK45_33045	Rhizobium meliloti (Ensifer meliloti) (Sinorhizobium meliloti)	cobalamin binding [GO:0031419]; methionine synthase activity [GO:0008705]; zinc ion binding [GO:0008270]; methylation [GO:0032259]; pteridine-containing compound metabolic process [GO:0042558]
metH	A0AAP6TSC9	A0AAP6TSC9_RHIML	metH GHK56_35450	Rhizobium meliloti (Ensifer meliloti) (Sinorhizobium meliloti)	
glnA	A0A222I1F4	A0A222I1F4_RHIML	glnA CN211_25370 GHK56_31295	Rhizobium meliloti (Ensifer meliloti) (Sinorhizobium meliloti)	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; glutamine synthetase activity [GO:0004356]; glutamine biosynthetic process [GO:0006542]; nitrogen fixation [GO:0009399]
glnA	A0A2J0YVC6	A0A2J0YVC6_RHIML	glnA CEJ86_27320 CN070_11700	Rhizobium meliloti (Ensifer meliloti) (Sinorhizobium meliloti)	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; glutamine synthetase activity [GO:0004356]; glutamine biosynthetic process [GO:0006542]; nitrogen fixation [GO:0009399]
glnA	F6K6E4	F6K6E4_RHIML	glnA	Rhizobium meliloti (Ensifer meliloti) (Sinorhizobium meliloti)	ATP binding [GO:0005524]; glutamine synthetase activity [GO:0004356]; glutamine biosynthetic process [GO:0006542]; nitrogen fixation [GO:0009399]
glnA	I2E2C8	I2E2C8_RHIML	glnA pHRC017_0667	Rhizobium meliloti (Ensifer meliloti) (Sinorhizobium meliloti)	ATP binding [GO:0005524]; glutamine synthetase activity [GO:0004356]; glutamine biosynthetic process [GO:0006542]; nitrogen fixation [GO:0009399]
glnA	Q14S17	Q14S17_RHIML	glnA	Rhizobium meliloti (Ensifer meliloti) (Sinorhizobium meliloti)	ATP binding [GO:0005524]; glutamine synthetase activity [GO:0004356]; glutamine biosynthetic process [GO:0006542]; nitrogen fixation [GO:0009399]
speB	A0A222J8A9	A0A222J8A9_RHIML	speB CN211_01940 GHK56_08020	Rhizobium meliloti (Ensifer meliloti) (Sinorhizobium meliloti)	agmatinase activity [GO:0008783]; metal ion binding [GO:0046872]; putrescine biosynthetic process from arginine, using agmatinase [GO:0033389]
speB	A0A2J0Z2Z8	A0A2J0Z2Z8_RHIML	speB CEJ86_13940	Rhizobium meliloti (Ensifer meliloti) (Sinorhizobium meliloti)	agmatinase activity [GO:0008783]; metal ion binding [GO:0046872]; putrescine biosynthetic process from arginine, using agmatinase [GO:0033389]
speB	A0A2J0Z4L1	A0A2J0Z4L1_RHIML	speB CEJ86_12295	Rhizobium meliloti (Ensifer meliloti) (Sinorhizobium meliloti)	agmatinase activity [GO:0008783]; metal ion binding [GO:0046872]; putrescine biosynthetic process from arginine, using agmatinase [GO:0033389]
speB	A0A3S2VE75	A0A3S2VE75_RHIML	speB CN070_27690	Rhizobium meliloti (Ensifer meliloti) (Sinorhizobium meliloti)	agmatinase activity [GO:0008783]; metal ion binding [GO:0046872]; putrescine biosynthetic process from arginine, using agmatinase [GO:0033389]
speB	A0A437GQ22	A0A437GQ22_RHIML	speB CN070_07675	Rhizobium meliloti (Ensifer meliloti) (Sinorhizobium meliloti)	agmatinase activity [GO:0008783]; metal ion binding [GO:0046872]; putrescine biosynthetic process from arginine, using agmatinase [GO:0033389]
speB	A0A6A7ZN40	A0A6A7ZN40_RHIML	speB GHK45_10895	Rhizobium meliloti (Ensifer meliloti) (Sinorhizobium meliloti)	agmatinase activity [GO:0008783]; metal ion binding [GO:0046872]; putrescine biosynthetic process from arginine, using agmatinase [GO:0033389]
speB	A0A8B3MLC6	A0A8B3MLC6_RHIML	speB CN211_13395	Rhizobium meliloti (Ensifer meliloti) (Sinorhizobium meliloti)	agmatinase activity [GO:0008783]; metal ion binding [GO:0046872]; putrescine biosynthetic process from arginine, using agmatinase [GO:0033389]
speB	A0AAP6TPK5	A0AAP6TPK5_RHIML	speB GHK56_19750	Rhizobium meliloti (Ensifer meliloti) (Sinorhizobium meliloti)	
thrC	A0A0A1EIF0	A0A0A1EIF0_RHIML	thrC	Rhizobium meliloti (Ensifer meliloti) (Sinorhizobium meliloti)	
thrC	A0A411PX62	A0A411PX62_RHIML	thrC	Rhizobium meliloti (Ensifer meliloti) (Sinorhizobium meliloti)	
thrC	Q14SE4	Q14SE4_RHIML	thrC	Rhizobium meliloti (Ensifer meliloti) (Sinorhizobium meliloti)	
moaB	A0A2J0Z856	A0A2J0Z856_RHIML	moaB CEJ86_00380 CN070_21435	Rhizobium meliloti (Ensifer meliloti) (Sinorhizobium meliloti)	Mo-molybdopterin cofactor biosynthetic process [GO:0006777]
moaB	A0A8B3MEH5	A0A8B3MEH5_RHIML	moaB CN211_24740	Rhizobium meliloti (Ensifer meliloti) (Sinorhizobium meliloti)	Mo-molybdopterin cofactor biosynthetic process [GO:0006777]
moaB	A0AAP6N926	A0AAP6N926_RHIML	moaB GHK56_00240	Rhizobium meliloti (Ensifer meliloti) (Sinorhizobium meliloti)	
queE	A0A2J0Z7C8	A0A2J0Z7C8_RHIML	queE CEJ86_06390	Rhizobium meliloti (Ensifer meliloti) (Sinorhizobium meliloti)	4 iron, 4 sulfur cluster binding [GO:0051539]; carbon-nitrogen lyase activity [GO:0016840]; magnesium ion binding [GO:0000287]; S-adenosyl-L-methionine binding [GO:1904047]; queuosine biosynthetic process [GO:0008616]
queE	A0A437GFL7	A0A437GFL7_RHIML	queE CN070_24930	Rhizobium meliloti (Ensifer meliloti) (Sinorhizobium meliloti)	4 iron, 4 sulfur cluster binding [GO:0051539]; carbon-nitrogen lyase activity [GO:0016840]; magnesium ion binding [GO:0000287]; S-adenosyl-L-methionine binding [GO:1904047]; queuosine biosynthetic process [GO:0008616]
queE	A0A6A7ZZE4	A0A6A7ZZE4_RHIML	queE GHK45_28575	Rhizobium meliloti (Ensifer meliloti) (Sinorhizobium meliloti)	4 iron, 4 sulfur cluster binding [GO:0051539]; carbon-nitrogen lyase activity [GO:0016840]; magnesium ion binding [GO:0000287]; S-adenosyl-L-methionine binding [GO:1904047]; queuosine biosynthetic process [GO:0008616]
queE	A0A8B3MP11	A0A8B3MP11_RHIML	queE CN211_10275	Rhizobium meliloti (Ensifer meliloti) (Sinorhizobium meliloti)	4 iron, 4 sulfur cluster binding [GO:0051539]; carbon-nitrogen lyase activity [GO:0016840]; magnesium ion binding [GO:0000287]; S-adenosyl-L-methionine binding [GO:1904047]; queuosine biosynthetic process [GO:0008616]
queE	A0AAP6NBG0	A0AAP6NBG0_RHIML	queE GHK56_04960	Rhizobium meliloti (Ensifer meliloti) (Sinorhizobium meliloti)	
queE	O54060	O54060_RHIML	exsD queE	Rhizobium meliloti (Ensifer meliloti) (Sinorhizobium meliloti)	4 iron, 4 sulfur cluster binding [GO:0051539]; carbon-nitrogen lyase activity [GO:0016840]; magnesium ion binding [GO:0000287]; S-adenosyl-L-methionine binding [GO:1904047]; queuosine biosynthetic process [GO:0008616]
glnH	A0A3S5WCT4	A0A3S5WCT4_RHIML	glnH CN070_02510	Rhizobium meliloti (Ensifer meliloti) (Sinorhizobium meliloti)	membrane [GO:0016020]; ligand-gated monoatomic ion channel activity [GO:0015276]
uup	A0A2J0Z1B2	A0A2J0Z1B2_RHIML	uup CEJ86_17320	Rhizobium meliloti (Ensifer meliloti) (Sinorhizobium meliloti)	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; DNA binding [GO:0003677]; ribosome binding [GO:0043022]; translation elongation factor activity [GO:0003746]; DNA repair [GO:0006281]
uup	A0A437GI98	A0A437GI98_RHIML	uup CN070_19515	Rhizobium meliloti (Ensifer meliloti) (Sinorhizobium meliloti)	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; DNA binding [GO:0003677]; ribosome binding [GO:0043022]; DNA repair [GO:0006281]
uup	A0A8B3MN20	A0A8B3MN20_RHIML	uup CN211_14670	Rhizobium meliloti (Ensifer meliloti) (Sinorhizobium meliloti)	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; DNA binding [GO:0003677]; ribosome binding [GO:0043022]; DNA repair [GO:0006281]
hutH	A0A2J0Z6P1	A0A2J0Z6P1_RHIML	hutH CEJ86_05155	Rhizobium meliloti (Ensifer meliloti) (Sinorhizobium meliloti)	cytoplasm [GO:0005737]; histidine ammonia-lyase activity [GO:0004397]; L-histidine catabolic process to glutamate and formamide [GO:0019556]; L-histidine catabolic process to glutamate and formate [GO:0019557]
hutH	A0A3S3R655	A0A3S3R655_RHIML	hutH CN070_10375	Rhizobium meliloti (Ensifer meliloti) (Sinorhizobium meliloti)	cytoplasm [GO:0005737]; histidine ammonia-lyase activity [GO:0004397]; L-histidine catabolic process to glutamate and formamide [GO:0019556]; L-histidine catabolic process to glutamate and formate [GO:0019557]
hutH	A0A6A7ZQQ5	A0A6A7ZQQ5_RHIML	hutH GHK45_15210	Rhizobium meliloti (Ensifer meliloti) (Sinorhizobium meliloti)	cytoplasm [GO:0005737]; histidine ammonia-lyase activity [GO:0004397]; L-histidine catabolic process to glutamate and formamide [GO:0019556]; L-histidine catabolic process to glutamate and formate [GO:0019557]
hutH	A0A8B3MH04	A0A8B3MH04_RHIML	hutH CN211_20715	Rhizobium meliloti (Ensifer meliloti) (Sinorhizobium meliloti)	cytoplasm [GO:0005737]; histidine ammonia-lyase activity [GO:0004397]; L-histidine catabolic process to glutamate and formamide [GO:0019556]; L-histidine catabolic process to glutamate and formate [GO:0019557]
hutH	A0AAP6NKU4	A0AAP6NKU4_RHIML	hutH GHK56_33030	Rhizobium meliloti (Ensifer meliloti) (Sinorhizobium meliloti)	
hutH	Q9KKE0	Q9KKE0_RHIML	hutH	Rhizobium meliloti (Ensifer meliloti) (Sinorhizobium meliloti)	ammonia-lyase activity [GO:0016841]
