From	Entry	Entry Name	Gene Names	Organism	Gene Ontology (GO)
nifD	I7HME8	I7HME8_9HYPH	nifD	Sinorhizobium medicae	ATP binding [GO:0005524]; carbonyl sulfide nitrogenase activity [GO:0018697]; iron-sulfur cluster binding [GO:0051536]; metal ion binding [GO:0046872]; nitrogenase activity [GO:0016163]; nitrogen fixation [GO:0009399]
nifD	Q3LF92	Q3LF92_9HYPH	nifD	Sinorhizobium medicae	ATP binding [GO:0005524]; carbonyl sulfide nitrogenase activity [GO:0018697]; iron-sulfur cluster binding [GO:0051536]; metal ion binding [GO:0046872]; nitrogenase activity [GO:0016163]; nitrogen fixation [GO:0009399]
nifD	Q3LF93	Q3LF93_9HYPH	nifD	Sinorhizobium medicae	ATP binding [GO:0005524]; carbonyl sulfide nitrogenase activity [GO:0018697]; iron-sulfur cluster binding [GO:0051536]; metal ion binding [GO:0046872]; nitrogenase activity [GO:0016163]; nitrogen fixation [GO:0009399]
nifD	Q3LF95	Q3LF95_9HYPH	nifD	Sinorhizobium medicae	ATP binding [GO:0005524]; carbonyl sulfide nitrogenase activity [GO:0018697]; iron-sulfur cluster binding [GO:0051536]; metal ion binding [GO:0046872]; nitrogenase activity [GO:0016163]; nitrogen fixation [GO:0009399]
nifD	Q3LF96	Q3LF96_9HYPH	nifD	Sinorhizobium medicae	ATP binding [GO:0005524]; carbonyl sulfide nitrogenase activity [GO:0018697]; iron-sulfur cluster binding [GO:0051536]; metal ion binding [GO:0046872]; nitrogenase activity [GO:0016163]; nitrogen fixation [GO:0009399]
nifD	Q3LF97	Q3LF97_9HYPH	nifD	Sinorhizobium medicae	ATP binding [GO:0005524]; iron-sulfur cluster binding [GO:0051536]; metal ion binding [GO:0046872]; nitrogenase activity [GO:0016163]
nifD	Q3LF98	Q3LF98_9HYPH	nifD	Sinorhizobium medicae	ATP binding [GO:0005524]; carbonyl sulfide nitrogenase activity [GO:0018697]; iron-sulfur cluster binding [GO:0051536]; metal ion binding [GO:0046872]; nitrogenase activity [GO:0016163]; nitrogen fixation [GO:0009399]
tag	A0A508X997	A0A508X997_9HYPH	tag EMEDMD4_60027	Sinorhizobium medicae	DNA-3-methyladenine glycosylase activity [GO:0008725]; metal ion binding [GO:0046872]; base-excision repair [GO:0006284]
xdhA	A0A6G1WMK1	A0A6G1WMK1_9HYPH	xdhA GHJ91_17765	Sinorhizobium medicae	2 iron, 2 sulfur cluster binding [GO:0051537]; FAD binding [GO:0071949]; iron ion binding [GO:0005506]; xanthine dehydrogenase activity [GO:0004854]
ftsY	A0A508WY46	A0A508WY46_9HYPH	ftsY EMEDMD4_380029	Sinorhizobium medicae	cytoplasm [GO:0005737]; plasma membrane [GO:0005886]; ATP hydrolysis activity [GO:0016887]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; SRP-dependent cotranslational protein targeting to membrane [GO:0006614]
ftsY	A0A6G1WPI2	A0A6G1WPI2_9HYPH	ftsY GHJ91_21330	Sinorhizobium medicae	cytoplasm [GO:0005737]; plasma membrane [GO:0005886]; ATP hydrolysis activity [GO:0016887]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; SRP-dependent cotranslational protein targeting to membrane [GO:0006614]
dctD	A0A508X190	A0A508X190_9HYPH	dctD EMEDMD4_500144	Sinorhizobium medicae	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; sequence-specific DNA binding [GO:0043565]; phosphorelay signal transduction system [GO:0000160]; regulation of DNA-templated transcription [GO:0006355]
dctD	A0A508X1H3	A0A508X1H3_9HYPH	dctD EMEDMD4_520006	Sinorhizobium medicae	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; sequence-specific DNA binding [GO:0043565]; phosphorelay signal transduction system [GO:0000160]; regulation of DNA-templated transcription [GO:0006355]
dctD	A0A508X3D8	A0A508X3D8_9HYPH	dctD EMEDMD4_570139	Sinorhizobium medicae	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; sequence-specific DNA binding [GO:0043565]; phosphorelay signal transduction system [GO:0000160]; regulation of DNA-templated transcription [GO:0006355]
kdpC	A0A508XAV5	A0A508XAV5_9HYPH	kdpC EMEDMD4_790407	Sinorhizobium medicae	plasma membrane [GO:0005886]; ATP binding [GO:0005524]; hydrolase activity [GO:0016787]; P-type potassium transmembrane transporter activity [GO:0008556]
kdpC	A0A6G1WKJ8	A0A6G1WKJ8_9HYPH	kdpC GHJ91_14075	Sinorhizobium medicae	plasma membrane [GO:0005886]; ATP binding [GO:0005524]; P-type potassium transmembrane transporter activity [GO:0008556]
sbmA	A0A508X878	A0A508X878_9HYPH	sbmA EMEDMD4_560036	Sinorhizobium medicae	membrane [GO:0016020]; ATP binding [GO:0005524]; peptide transmembrane transporter activity [GO:1904680]; peptide transport [GO:0015833]
siaM	A0A508X0G8	A0A508X0G8_9HYPH	siaM EMEDMD4_490136	Sinorhizobium medicae	plasma membrane [GO:0005886]; transmembrane transporter activity [GO:0022857]
siaM	A0A508X439	A0A508X439_9HYPH	siaM EMEDMD4_620084	Sinorhizobium medicae	plasma membrane [GO:0005886]; transmembrane transporter activity [GO:0022857]
siaM	A0A508X5E1	A0A508X5E1_9HYPH	siaM EMEDMD4_470107	Sinorhizobium medicae	plasma membrane [GO:0005886]; transmembrane transporter activity [GO:0022857]
kdpA	A0A508X691	A0A508X691_9HYPH	kdpA EMEDMD4_790405	Sinorhizobium medicae	plasma membrane [GO:0005886]; hydrolase activity [GO:0016787]; P-type potassium transmembrane transporter activity [GO:0008556]; potassium ion binding [GO:0030955]
kdpA	A0A6G1WKS7	A0A6G1WKS7_9HYPH	kdpA GHJ91_14065	Sinorhizobium medicae	plasma membrane [GO:0005886]; P-type potassium transmembrane transporter activity [GO:0008556]; potassium ion binding [GO:0030955]
dusA	A0A508WYP8	A0A508WYP8_9HYPH	dusA EMEDMD4_210004	Sinorhizobium medicae	flavin adenine dinucleotide binding [GO:0050660]; FMN binding [GO:0010181]; tRNA binding [GO:0000049]; tRNA-dihydrouridine20 synthase activity [GO:0102264]; tRNA-dihydrouridine20a synthase activity [GO:0102266]
dusA	A0A6G1WGF7	A0A6G1WGF7_9HYPH	dusA GHJ91_06220	Sinorhizobium medicae	flavin adenine dinucleotide binding [GO:0050660]; FMN binding [GO:0010181]; tRNA binding [GO:0000049]; tRNA-dihydrouridine20 synthase activity [GO:0102264]
nifA	A0A508X5M0	A0A508X5M0_9HYPH	nifA EMEDMD4_750024	Sinorhizobium medicae	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; DNA-binding transcription factor activity [GO:0003700]; sequence-specific DNA binding [GO:0043565]; nitrogen fixation [GO:0009399]; phosphorelay signal transduction system [GO:0000160]
nifA	A0A6G1WT77	A0A6G1WT77_9HYPH	nifA GHJ91_28570	Sinorhizobium medicae	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; DNA-binding transcription factor activity [GO:0003700]; sequence-specific DNA binding [GO:0043565]; nitrogen fixation [GO:0009399]; phosphorelay signal transduction system [GO:0000160]
queE	A0A508X4W9	A0A508X4W9_9HYPH	queE EMEDMD4_620039	Sinorhizobium medicae	4 iron, 4 sulfur cluster binding [GO:0051539]; carbon-nitrogen lyase activity [GO:0016840]; magnesium ion binding [GO:0000287]; S-adenosyl-L-methionine binding [GO:1904047]; queuosine biosynthetic process [GO:0008616]
queE	A0A6G1WJX4	A0A6G1WJX4_9HYPH	queE GHJ91_12370	Sinorhizobium medicae	4 iron, 4 sulfur cluster binding [GO:0051539]; carbon-nitrogen lyase activity [GO:0016840]; magnesium ion binding [GO:0000287]; S-adenosyl-L-methionine binding [GO:1904047]; queuosine biosynthetic process [GO:0008616]
aqpZ	A0A508WUE3	A0A508WUE3_9HYPH	aqpZ EMEDMD4_240120	Sinorhizobium medicae	plasma membrane [GO:0005886]; water channel activity [GO:0015250]
aqpZ	A0A6G1WNQ7	A0A6G1WNQ7_9HYPH	aqpZ GHJ91_19735	Sinorhizobium medicae	plasma membrane [GO:0005886]; water channel activity [GO:0015250]
trmL	A0A508WT34	A0A508WT34_9HYPH	trmL EMEDMD4_180096	Sinorhizobium medicae	cytoplasm [GO:0005737]; RNA binding [GO:0003723]; tRNA (5-carboxymethylaminomethyluridine(34)-2'-O)-methyltransferase activity [GO:0141102]; tRNA (cytidine(34)-2'-O)-methyltransferase activity [GO:0141098]; tRNA methylation [GO:0030488]
bioS	A0A508WSG2	A0A508WSG2_9HYPH	bioS EMEDMD4_150105	Sinorhizobium medicae	
sfsA	A0A508WSU3	A0A508WSU3_9HYPH	sfsA EMEDMD4_180006	Sinorhizobium medicae	DNA binding [GO:0003677]
argH	A0A508WVT3	A0A508WVT3_9HYPH	argH EMEDMD4_300037	Sinorhizobium medicae	cytoplasm [GO:0005737]; argininosuccinate lyase activity [GO:0004056]; arginine biosynthetic process via ornithine [GO:0042450]
argH	A0A508X4B0	A0A508X4B0_9HYPH	argH EMEDMD4_630015	Sinorhizobium medicae	cytosol [GO:0005829]; argininosuccinate lyase activity [GO:0004056]; arginine biosynthetic process via ornithine [GO:0042450]
argH	A0A6G1WJK6	A0A6G1WJK6_9HYPH	argH GHJ91_12125	Sinorhizobium medicae	cytosol [GO:0005829]; argininosuccinate lyase activity [GO:0004056]; arginine biosynthetic process via ornithine [GO:0042450]
argH	A0A6G1WS53	A0A6G1WS53_9HYPH	argH GHJ91_26495	Sinorhizobium medicae	cytoplasm [GO:0005737]; argininosuccinate lyase activity [GO:0004056]; arginine biosynthetic process via ornithine [GO:0042450]
ampC	A0A508X9F7	A0A508X9F7_9HYPH	ampC EMEDMD4_620017	Sinorhizobium medicae	outer membrane-bounded periplasmic space [GO:0030288]; beta-lactamase activity [GO:0008800]; peptidase activity [GO:0008233]; antibiotic catabolic process [GO:0017001]; proteolysis [GO:0006508]; response to antibiotic [GO:0046677]
ampC	A0A6G1WJN7	A0A6G1WJN7_9HYPH	ampC GHJ91_12450	Sinorhizobium medicae	outer membrane-bounded periplasmic space [GO:0030288]; beta-lactamase activity [GO:0008800]; peptidase activity [GO:0008233]; antibiotic catabolic process [GO:0017001]; proteolysis [GO:0006508]; response to antibiotic [GO:0046677]
yhfA	A0A508X183	A0A508X183_9HYPH	yhfA EMEDMD4_490164	Sinorhizobium medicae	
cysQ	A0A508X0N4	A0A508X0N4_9HYPH	cysQ EMEDMD4_280050	Sinorhizobium medicae	plasma membrane [GO:0005886]; 3'(2'),5'-bisphosphate nucleotidase activity [GO:0008441]; magnesium ion binding [GO:0000287]; 3'-phosphoadenosine 5'-phosphosulfate metabolic process [GO:0050427]; phosphatidylinositol phosphate biosynthetic process [GO:0046854]; sulfate assimilation [GO:0000103]
cysQ	A0A508X2P6	A0A508X2P6_9HYPH	cysQ EMEDMD4_570002	Sinorhizobium medicae	plasma membrane [GO:0005886]; 3'(2'),5'-bisphosphate nucleotidase activity [GO:0008441]; magnesium ion binding [GO:0000287]; 3'-phosphoadenosine 5'-phosphosulfate metabolic process [GO:0050427]; phosphatidylinositol phosphate biosynthetic process [GO:0046854]; sulfate assimilation [GO:0000103]
cysQ	A0A6G1WIJ1	A0A6G1WIJ1_9HYPH	cysQ GHJ91_10320	Sinorhizobium medicae	plasma membrane [GO:0005886]; 3'(2'),5'-bisphosphate nucleotidase activity [GO:0008441]; magnesium ion binding [GO:0000287]; 3'-phosphoadenosine 5'-phosphosulfate metabolic process [GO:0050427]; phosphatidylinositol phosphate biosynthetic process [GO:0046854]; sulfate assimilation [GO:0000103]
comC	A0A508X7Z8	A0A508X7Z8_9HYPH	comC EMEDMD4_790108	Sinorhizobium medicae	oxidoreductase activity [GO:0016491]
acyP	A0A508X1T9	A0A508X1T9_9HYPH	acyP EMEDMD4_520028	Sinorhizobium medicae	acylphosphatase activity [GO:0003998]
nadC	A0A508XBD7	A0A508XBD7_9HYPH	nadC EMEDMD4_90156	Sinorhizobium medicae	nicotinate-nucleotide diphosphorylase (carboxylating) activity [GO:0004514]; NAD biosynthetic process [GO:0009435]
nadC	A0A6G1WJF0	A0A6G1WJF0_9HYPH	nadC GHJ91_11500	Sinorhizobium medicae	nicotinate-nucleotide diphosphorylase (carboxylating) activity [GO:0004514]; NAD biosynthetic process [GO:0009435]
fumC	A0A508WTM4	A0A508WTM4_9HYPH	fumC EMEDMD4_180130	Sinorhizobium medicae	cytoplasm [GO:0005737]; fumarate hydratase activity [GO:0004333]; fumarate metabolic process [GO:0006106]; tricarboxylic acid cycle [GO:0006099]
fumC	A0A6G1WQY9	A0A6G1WQY9_9HYPH	fumC GHJ91_23780	Sinorhizobium medicae	cytoplasm [GO:0005737]; fumarate hydratase activity [GO:0004333]; fumarate metabolic process [GO:0006106]; tricarboxylic acid cycle [GO:0006099]
mhqO	A0A508X151	A0A508X151_9HYPH	mhqO EMEDMD4_500138	Sinorhizobium medicae	dioxygenase activity [GO:0051213]
mhqO	A0A508X5R2	A0A508X5R2_9HYPH	mhqO EMEDMD4_570141	Sinorhizobium medicae	dioxygenase activity [GO:0051213]
mhqO	A0A508X7R6	A0A508X7R6_9HYPH	mhqO EMEDMD4_910025	Sinorhizobium medicae	dioxygenase activity [GO:0051213]
pta	A0A508X325	A0A508X325_9HYPH	pta EMEDMD4_570122	Sinorhizobium medicae	phosphate acetyltransferase activity [GO:0008959]
pta	A0A508X9B9	A0A508X9B9_9HYPH	pta EMEDMD4_600039	Sinorhizobium medicae	phosphate acetyltransferase activity [GO:0008959]
fdxB	A0A508WT63	A0A508WT63_9HYPH	fdxB EMEDMD4_180088	Sinorhizobium medicae	2 iron, 2 sulfur cluster binding [GO:0051537]; P450-containing electron transport chain [GO:0140647]
fdxB	A0A6G1WTG3	A0A6G1WTG3_9HYPH	fdxB GHJ91_28645	Sinorhizobium medicae	iron-sulfur cluster binding [GO:0051536]; metal ion binding [GO:0046872]; nitrogen fixation [GO:0009399]
prsD	A0A508X2E1	A0A508X2E1_9HYPH	prsD EMEDMD4_530151	Sinorhizobium medicae	membrane [GO:0016020]; type I protein secretion system complex [GO:0030256]; ABC-type transporter activity [GO:0140359]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATPase-coupled lipid transmembrane transporter activity [GO:0034040]; protein secretion by the type I secretion system [GO:0030253]
ydcS	A0A508X0F5	A0A508X0F5_9HYPH	ydcS EMEDMD4_270067	Sinorhizobium medicae	periplasmic space [GO:0042597]; polyamine binding [GO:0019808]; polyamine transport [GO:0015846]
pgk	A0A508WWQ5	A0A508WWQ5_9HYPH	pgk EMEDMD4_310116	Sinorhizobium medicae	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; phosphoglycerate kinase activity [GO:0004618]; glycolytic process [GO:0006096]
pgk	A0A6G1WFR4	A0A6G1WFR4_9HYPH	pgk GHJ91_05045	Sinorhizobium medicae	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; phosphoglycerate kinase activity [GO:0004618]; glycolytic process [GO:0006096]
folD	A0A508WUG7	A0A508WUG7_9HYPH	folD EMEDMD4_250010	Sinorhizobium medicae	methenyltetrahydrofolate cyclohydrolase activity [GO:0004477]; methylenetetrahydrofolate dehydrogenase (NADP+) activity [GO:0004488]; L-histidine biosynthetic process [GO:0000105]; methionine biosynthetic process [GO:0009086]; purine nucleotide biosynthetic process [GO:0006164]; tetrahydrofolate interconversion [GO:0035999]
folD	A0A508X0K4	A0A508X0K4_9HYPH	folD EMEDMD4_50025	Sinorhizobium medicae	methenyltetrahydrofolate cyclohydrolase activity [GO:0004477]; methylenetetrahydrofolate dehydrogenase (NADP+) activity [GO:0004488]; L-histidine biosynthetic process [GO:0000105]; methionine biosynthetic process [GO:0009086]; purine nucleotide biosynthetic process [GO:0006164]; tetrahydrofolate interconversion [GO:0035999]
recJ	A0A6G1WSR3	A0A6G1WSR3_9HYPH	recJ GHJ91_27230	Sinorhizobium medicae	5'-3' exonuclease activity [GO:0008409]; nucleic acid binding [GO:0003676]; DNA recombination [GO:0006310]; DNA repair [GO:0006281]
dnaX	A0A508WYW7	A0A508WYW7_9HYPH	dnaX EMEDMD4_440136	Sinorhizobium medicae	DNA polymerase III complex [GO:0009360]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; DNA binding [GO:0003677]; DNA-directed DNA polymerase activity [GO:0003887]; metal ion binding [GO:0046872]; DNA replication [GO:0006260]
dnaX	A0A6G1WL08	A0A6G1WL08_9HYPH	dnaX GHJ91_14920	Sinorhizobium medicae	DNA polymerase III complex [GO:0009360]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; DNA binding [GO:0003677]; DNA-directed DNA polymerase activity [GO:0003887]; metal ion binding [GO:0046872]; DNA replication [GO:0006260]
recG	A0A508WSY4	A0A508WSY4_9HYPH	recG EMEDMD4_160077	Sinorhizobium medicae	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; DNA binding [GO:0003677]; DNA helicase activity [GO:0003678]; DNA recombination [GO:0006310]; DNA repair [GO:0006281]
recG	A0A6G1WR06	A0A6G1WR06_9HYPH	recG GHJ91_24155	Sinorhizobium medicae	ATP binding [GO:0005524]; DNA binding [GO:0003677]; DNA helicase activity [GO:0003678]; hydrolase activity [GO:0016787]; DNA recombination [GO:0006310]; DNA repair [GO:0006281]
katG	A0A508X648	A0A508X648_9HYPH	katG EMEDMD4_790369	Sinorhizobium medicae	catalase activity [GO:0004096]; heme binding [GO:0020037]; metal ion binding [GO:0046872]; hydrogen peroxide catabolic process [GO:0042744]; response to oxidative stress [GO:0006979]
katG	A0A6G1WKH0	A0A6G1WKH0_9HYPH	katG GHJ91_13925	Sinorhizobium medicae	catalase activity [GO:0004096]; heme binding [GO:0020037]; metal ion binding [GO:0046872]; hydrogen peroxide catabolic process [GO:0042744]; response to oxidative stress [GO:0006979]
glnE	A0A508X6V3	A0A508X6V3_9HYPH	glnE EMEDMD4_90088	Sinorhizobium medicae	[glutamate-ammonia-ligase] adenylyltransferase activity [GO:0008882]; [glutamine synthetase]-adenylyl-L-tyrosine phosphorylase activity [GO:0047388]; ATP binding [GO:0005524]; magnesium ion binding [GO:0000287]; regulation of glutamine family amino acid metabolic process [GO:0000820]
rne	A0A508WPE7	A0A508WPE7_9HYPH	rne EMEDMD4_100169	Sinorhizobium medicae	cytoplasm [GO:0005737]; cytoplasmic side of plasma membrane [GO:0009898]; magnesium ion binding [GO:0000287]; ribonuclease E activity [GO:0008995]; RNA endonuclease activity [GO:0004521]; rRNA binding [GO:0019843]; tRNA binding [GO:0000049]; zinc ion binding [GO:0008270]; mRNA catabolic process [GO:0006402]; rRNA processing [GO:0006364]; tRNA processing [GO:0008033]
rne	A0A6G1WD25	A0A6G1WD25_9HYPH	rne GHJ91_00075	Sinorhizobium medicae	cytoplasm [GO:0005737]; cytoplasmic side of plasma membrane [GO:0009898]; magnesium ion binding [GO:0000287]; ribonuclease E activity [GO:0008995]; RNA endonuclease activity [GO:0004521]; rRNA binding [GO:0019843]; tRNA binding [GO:0000049]; zinc ion binding [GO:0008270]; mRNA catabolic process [GO:0006402]; rRNA processing [GO:0006364]; tRNA processing [GO:0008033]
ctaB	A0A508X9J5	A0A508X9J5_9HYPH	ctaB EMEDMD4_70123	Sinorhizobium medicae	plasma membrane [GO:0005886]; protoheme IX farnesyltransferase activity [GO:0008495]; heme O biosynthetic process [GO:0048034]
ctaB	A0A6G1WN89	A0A6G1WN89_9HYPH	ctaB GHJ91_18770	Sinorhizobium medicae	plasma membrane [GO:0005886]; protoheme IX farnesyltransferase activity [GO:0008495]; heme O biosynthetic process [GO:0048034]
cysN	A0A508X521	A0A508X521_9HYPH	cysN EMEDMD4_70162	Sinorhizobium medicae	ATP binding [GO:0005524]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; sulfate adenylyltransferase (ATP) activity [GO:0004781]; hydrogen sulfide biosynthetic process [GO:0070814]; sulfate assimilation [GO:0000103]
siaP	A0A508X2R7	A0A508X2R7_9HYPH	siaP EMEDMD4_490138	Sinorhizobium medicae	outer membrane-bounded periplasmic space [GO:0030288]; transmembrane transport [GO:0055085]
pat	A0A508WY06	A0A508WY06_9HYPH	pat EMEDMD4_380014	Sinorhizobium medicae	phosphinothricin N-acetyltransferase activity [GO:0102971]
yhjE	A0A508WUG2	A0A508WUG2_9HYPH	yhjE EMEDMD4_240123	Sinorhizobium medicae	plasma membrane [GO:0005886]; transmembrane transporter activity [GO:0022857]
aatA	A0A508WVW6	A0A508WVW6_9HYPH	aatA EMEDMD4_270121	Sinorhizobium medicae	L-aspartate:2-oxoglutarate aminotransferase activity [GO:0004069]; pyridoxal phosphate binding [GO:0030170]; biosynthetic process [GO:0009058]
tam	A0A508X7I2	A0A508X7I2_9HYPH	tam EMEDMD4_90023	Sinorhizobium medicae	cytoplasm [GO:0005737]; trans-aconitate 2-methyltransferase activity [GO:0030798]; methylation [GO:0032259]
atpF	A0A508X4G9	A0A508X4G9_9HYPH	atpF EMEDMD4_70045	Sinorhizobium medicae	plasma membrane [GO:0005886]; proton-transporting ATP synthase complex, coupling factor F(o) [GO:0045263]; proton-transporting ATP synthase activity, rotational mechanism [GO:0046933]
atpF	A0A508X702	A0A508X702_9HYPH	atpF EMEDMD4_70044	Sinorhizobium medicae	plasma membrane [GO:0005886]; proton-transporting ATP synthase complex, coupling factor F(o) [GO:0045263]; proton-transporting ATP synthase activity, rotational mechanism [GO:0046933]
atpF	A0A6G1WNI0	A0A6G1WNI0_9HYPH	atpF GHJ91_19145	Sinorhizobium medicae	plasma membrane [GO:0005886]; proton-transporting ATP synthase complex, coupling factor F(o) [GO:0045263]; proton-transporting ATP synthase activity, rotational mechanism [GO:0046933]
fdhD	A0A508WXH7	A0A508WXH7_9HYPH	fdhD EMEDMD4_370002	Sinorhizobium medicae	cytoplasm [GO:0005737]; sulfur carrier activity [GO:0097163]; sulfurtransferase activity [GO:0016783]; Mo-molybdopterin cofactor biosynthetic process [GO:0006777]
fdhD	A0A508XC69	A0A508XC69_9HYPH	fdhD EMEDMD4_930020	Sinorhizobium medicae	cytoplasm [GO:0005737]; sulfur carrier activity [GO:0097163]; sulfurtransferase activity [GO:0016783]; Mo-molybdopterin cofactor biosynthetic process [GO:0006777]
fdhD	A0A6G1WNV0	A0A6G1WNV0_9HYPH	fdhD GHJ91_20390	Sinorhizobium medicae	cytoplasm [GO:0005737]; sulfur carrier activity [GO:0097163]; sulfurtransferase activity [GO:0016783]; Mo-molybdopterin cofactor biosynthetic process [GO:0006777]
soxA	A0A508WX13	A0A508WX13_9HYPH	soxA EMEDMD4_320004	Sinorhizobium medicae	sarcosine oxidase activity [GO:0008115]; tetrahydrofolate metabolic process [GO:0046653]
soxA	A0A508WYH2	A0A508WYH2_9HYPH	soxA EMEDMD4_430009	Sinorhizobium medicae	sarcosine oxidase activity [GO:0008115]; tetrahydrofolate metabolic process [GO:0046653]
ecfG	A0A508WZS1	A0A508WZS1_9HYPH	ecfG EMEDMD4_270244	Sinorhizobium medicae	DNA binding [GO:0003677]; sigma factor activity [GO:0016987]; DNA-templated transcription initiation [GO:0006352]
ecfG	A0A508X654	A0A508X654_9HYPH	ecfG EMEDMD4_790153	Sinorhizobium medicae	DNA binding [GO:0003677]; sigma factor activity [GO:0016987]; DNA-templated transcription initiation [GO:0006352]
napF	A0A6G1WK17	A0A6G1WK17_9HYPH	napF GHJ91_13150	Sinorhizobium medicae	cytoplasm [GO:0005737]; 4 iron, 4 sulfur cluster binding [GO:0051539]; metal ion binding [GO:0046872]
rpoD	A0A508WV87	A0A508WV87_9HYPH	rpoD EMEDMD4_270108	Sinorhizobium medicae	cytoplasm [GO:0005737]; DNA binding [GO:0003677]; sigma factor activity [GO:0016987]; DNA-templated transcription initiation [GO:0006352]
rpoD	C6GM33	C6GM33_9HYPH	rpoD	Sinorhizobium medicae	DNA binding [GO:0003677]; sigma factor activity [GO:0016987]; DNA-templated transcription initiation [GO:0006352]
